Roll Number,Official School Name,website,Address 1,Address 2,Address 3,Address 4,County,Eircode,Phone,Email,Principal Name,DEIS (Y/N),School Gender - Post Primary,Pupil Attendance Type,Irish Classification - Post Primary,Gaeltacht Area Location (Y/N),Fee Paying School (Y/N),Ethos/Religion,Open/Closed Status,Total Girls,Total Boys,Total Pupils
61682A,Holy Family Secondary School,http://www.holyfamily.ie/,Newbridge,Co. Kildare,,,Kildare,W12YD71,45431957,principal@holyfamily.ie,MRS. ANGELA RYAN,N,Girls,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,713,,713
61690W,Cross And Passion College,http://www.cpckilcullen.com/,Kilcullen,Co Kildare,,,Kildare,R56E673,45481524,cpc.ias@eircom.net,MS. CATHERINE ANN MOYNIHAN,N,Mixed,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,405,387,792
61691B,Scoil Dara,http://www.scoildara.ie/,Church St,Kilcock,Co Kildare,,Kildare,W23WT26,16287258,scoildara@eircom.net,MR. DAVID MCCORMACK,N,Mixed,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,413,429,842
61702D,St Pauls Secondary School,http://stpaulsg.ie/,Monasterevin,Co Kildare,,,Kildare,W34VX09,45525601,admin@stpaulsmonasterevin.ie,MR. BRIAN BERGIN,Y,Mixed,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,195,222,417
61710C,Meánscoil Iognáid Ris,http://naascbs.ie/,Naas,Co Kildare,,,Kildare,W91VF9H,45866402,admin@naascbs.ie,MR. BERNARD JAMES TRAVERS,N,Boys,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,,"1,000","1,000"
61720F,Clongowes Wood College,https://clongowes.net/,Clane,Co Kildare,,,Kildare,W91DN40,45868202,secretary@clongowes.net,MR. CHRISTOPHER JOHN LUMB,N,Boys,Boarding,No subjects taught through Irish,N,Y,CATHOLIC,Open,,445,445
61730I,Coláiste Naomh Mhuire,http://www.stmaryscollegenaas.ie/,Convent Of Mercy,Sallins Rd.,Naas,Co Kildare,Kildare,W91VW90,45879634,office@smcn.ie,MS. RITA MCCABE,N,Girls,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,"1,034",,"1,034"
68072I,GAEL CHOLAISTE CHILL DARA,http://www.gccd.ie/,Seanbhóthar Luimnigh,Nás na Ríogh,,CONTAE CHILL DARA,Kildare,W91E282,45898294,eolas@gccd.ie,AMANDA DIVER,N,Mixed,Day,All pupils taught all subjects through Irish,N,N,CATHOLIC,Open,204,139,343
68077S,Árdscoil na Trionóide,http://www.ardscoil.ie/,Rathstewart,Athy,Co Kildare,,Kildare,R14DK12,598633151,secretary@ardscoil.ie,MR. JOHN MC CORMACK,N,Mixed,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,426,419,845
70650L,Athy Community College,http://www.athycollege.ie/,Tomard,Athy,Co Kildare,,Kildare,R14KT50,598631795,mail@athycollege.ie,Richard Daly,Y,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,189,232,421
70660O,Curragh Post-Primary School, http://www.curraghpps.ie/,McSwiney Road,Curragh,Co Kildare,,Kildare,R56FW68,45441809,nessadoyle@kwetb.ie,Nessa Doyle,Y,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,67,85,152
70670R,Colaiste Lorcain,http://www.colaistelorcain.com/,Castledermot,Co. Kildare,,,Kildare,R14X620,599144167,info@colaistelorcain.com,Eric Gaughran,N,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,204,223,427
70680U,St Conleth's Community College,http://www.stconlethscc.ie/,Station Road,Newbridge,Co Kildare,,Kildare,W12C432,45431417,stconlethscc@eircom.net,Patricia O'Brien,Y,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,259,218,477
70691C,Confey Community College,http://www.kildare.ie/confeycollege/,Confey,Leixlip,Co Kildare,,Kildare,W23VH66,16245322,info@confeycollege.org,Mike O Byrne,N,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,320,429,749
70700A,Maynooth Post Primary School,http://www.mpps.ie/,Moyglare Rd,Maynooth,Co Kildare,,Kildare,W23HC66,16286060,principal@mpps.ie,Mr. Johnny Nevin,N,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,528,571,"1,099"
70710D,Piper's Hill College,http://phcol.ie/,Killashee,Naas,Co. Kildare,,Kildare,W91RW14,45897885,principal@phcol.ie,Mr Colm O'Connor,Y,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,483,514,997
70720G,St Farnan's Post Primary School,http://www.stfarnans.ie/,Prosperous,Co. Kildare,,,Kildare,W91W520,45868152,principal@stfarnans.ie,Mr Eddie J Collins,Y,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,211,246,457
70730J,Ardscoil Rath Iomgháin,http://rathangan.squarespace.com/,Rathangan,Co Kildare,,,Kildare,R51DA36,45524384,admin@ardscoilrathangan.ie,Mr Paul Murphy,Y,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,379,342,721
76193Q,Maynooth Community College,http://www.mcc.edu.ie/,Maynooth,Co Kildare,,,Kildare,W23HC66,872720211,principal@mcc.edu.ie,Siobhain McCauley,N,Mixed,Day,No subjects taught through Irish,N,N,MULTI DENOMINATIONAL,Open,183,204,387
76194S,Naas Community College,https://www.naascc.ie/,Craddockstown,Naas,Co. Kildare,,Kildare,W91PD87,,naascc@kwetb.ie,Ciarán Keegan,N,Mixed,Day,No subjects taught through Irish,N,N,MULTI DENOMINATIONAL,Open,110,156,266
91371B,Leixlip Community School,https://www.colaistechiarain.com/,Celbridge Road,Leixlip,Co. Kildare,,Kildare,W23RW14,16243226,info@colaistechiarain.com,MR. JOSEPH SWEENEY,N,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,294,344,638
91372D,Scoil Mhuire Community School,http://www.scoilmhuireclane.ie/,Clane,Naas,Co Kildare,,Kildare,W91PD79,45868121,scoilmhuire.clane@gmail.com,MR. PADRAIG NOLAN,N,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,571,584,"1,155"
91505T,St Wolstan's Community School,http://www.stwolstans.ie/,Ballymakeely,Clane Rd,Celbridge,Co Kildare,Kildare,W23RKA9,16288257,info@stwolstans.ie,MS. MARIA BARRY,N,Girls,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,739,,739
91530S,KILDARE TOWN COMMUNITY SCHOOL,http://www.ktcs.ie/,KILDARE,CO KILDARE,,,Kildare,R51D288,45535228,info@ktcs.ie,MR. PAT FLYNN,N,Mixed,Day,No subjects taught through Irish,N,N,MULTI DENOMINATIONAL,Open,417,465,882
91614B,Celbridge Community School,http://celbridgecs.ie/,Celbridge,Co Kildare,,,Kildare,W23E768,,admin@celbridgecs.ie,MR. GERARD O'LEARY,N,Mixed,Day,No subjects taught through Irish,N,N,MULTI DENOMINATIONAL,Open,102,161,263
61510R,Coláiste Éamann Rís,https://cbscallan.ie/,Callan,Co Kilkenny,,,Kilkenny,R95VH50,567725340,principalcer@gmail.com,BR. S O BRAONAIN,N,Boys,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,,237,237
61520U,St. Brigid's College,http://www.stbrigidscollege.com/,Callan,Co. Kilkenny,,,Kilkenny,R95EA02,567725189,info@stbrigidscollege.com,MISS MARY B O'KEEFFE,N,Girls,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,227,,227
61550G,Meánscoil na mBráithre Criostaí,www.cbskilkenny.ie ,Sráid Shéamais,Cill Channaigh,,,Kilkenny,R95H985,567721402,office@cbskilkenny.ie,MR. THOMAS CLARKE,N,Boys,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,,677,677
61560J,St Kieran's College,https://www.stkieranscollege.ie/college/,Secondary School,College Rd,Kilkenny,,Kilkenny,R95Y99T,567761707,school@stkieranscollege.ie,MR. JOHN J CURTIS,N,Boys,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,,765,765
61570M,Kilkenny College,http://www.kilkennycollege.ie/,Castlecomer Road,Kilkenny,,,Kilkenny,R95CF61,567761544,info@kilkennycollege.ie,MR. SIMON THOMPSON,N,Mixed,Mixed,No subjects taught through Irish,N,N,CHURCH OF IRELAND,Open,430,454,884
61580P,Loreto Secondary School,https://www.loretokk.ie/,Granges Road,Kilkenny,,,Kilkenny,R95W2NV,567765132,office@loretokk.ie,MR. COLM KEHER,N,Girls,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,948,,948
61590S,Presentation Secondary School,http://www.preskilkenny.com/,Loughboy,Kilkenny,,,Kilkenny,R95RR90,567765684,acostelloe@preskilkenny.com,MR. SHANE HALLAHAN,N,Girls,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,749,,749
70570N,Scoil Aireagail,http://scoilaireagail.ie/,Ballyhale,Kilkenny,,,Kilkenny,R95AH30,567768632,scoilaireagail@eircom.net,Liam O' Brien,N,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,70,121,191
70590T,Duiske College,http://www.duiskecollege.ie/,Graignamanagh,Co Kilkenny,,,Kilkenny,R95RR94,599724177,Info@duiskecollege.ie,Mr. Pat Murphy,Y,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,65,70,135
70600T,Coláiste Mhuire,http://www.colaistemhuirekk.ie/,Johnstown,Co Kilkenny,,,Kilkenny,E41H978,568831135,info@colaistemhuirekk.ie,Martin Gleeson,Y,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,241,287,528
70610W,City Vocational School,http://kcvs.ie/,"New Street,",Kilkenny,,,Kilkenny,R95HW74,567722108,reception@kcvs.ie,Cathy McSorley,Y,Mixed,Day,Some pupils taught all subjects through Irish,N,N,INTER DENOMINATIONAL,Open,66,86,152
70620C,Coláiste Cois Siúire,http://www.colaistecoissiuire.ie/,Mooncoin,Co Kilkenny,,,Kilkenny,X91Y168,51895112,info@colaistecoissiuire.ie,Paul Duggan,Y,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,57,96,153
70640I,Grennan College,http://grennancollege.ie/,Ladywell St,Thomastown,Co Kilkenny,,Kilkenny,R95T959,567724112,info@grennancollege.ie,Sean Og O'Sullivan,Y,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,155,177,332
70641K,Coláiste Pobail Osraí,http://osrai.ie/?lang=en,Bóthar Urmhumhan,Cill Chainnigh,,,Kilkenny,R95X510,567764557,oifig@osrai.ie,Cathnia ó Muircheartaigh,N,Mixed,Day,All pupils taught all subjects through Irish,N,N,INTER DENOMINATIONAL,Open,112,122,234
76082H,Abbey Community College,http://www.abbeycommunitycollege.com/,Abbey Rd,Ferrybank,Waterford,,Kilkenny,X91PC91,51832930,admin@abbeycommunitycollege.com,Detta Cahill,N,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,382,470,852
91360T,Community School,https://castlecomercs.com/,Castlecomer,Co Kilkenny,,,Kilkenny,R95AF5Y,564441447,office@castlecomercs.com,MR. SEAMUS O'CONNOR,N,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,270,289,559
63430G,St. Mary's C.B.S.,https://portlaoisecbs.com/,Borris Road,Portlaoise,Co. Laois,,Laois,R32C923,578635041,mmurphy@portlaoisecbs.com,MRS. MAURA MURPHY,N,Boys,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,,867,867
63451O,Scoil Chriost Ri,https://www.scoilchriostriportlaoise.ie/,Presentation Secondary School,Borris Road,Portlaoise,Co Laois,Laois,R32TK70,578668002,scrport@eircom.net,MISS HELEN O'DONNELL,N,Girls,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,"1,002",,"1,002"
71470O,Clonaslee College,http://clonasleecollege.ie/,Clonaslee,Co. Laois,,,Laois,R32R972,578648044,info@clonasleecollege.ie,Noreen Sweeney,N,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,123,139,262
71510A,Portlaoise College,https://www.portlaoisecollege.ie/,Mountrath Road,Portlaoise,Co. Laois,,Laois,R32N795,578621480,info@portlaoisecollege.ie,Mr Noel Daly,Y,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,194,244,438
71520D,St Fergal's College,http://www.stfergalscollege.com/,Rathdowney,Co Laois,,,Laois,R32ED72,50546357,principal@stfergalscollege.com,Mrs. Áine O'Neill,N,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,146,157,303
76474B,Dunamase College (Colaiste Dhun Masc),http://www.colaisteiosagainport.ie/,Railway Street,Portlaoise,Co. Laois,,Laois,,858072118,principal@dunamasecollege.ie,Aoife Elster,N,Mixed,Day,Some pupils taught all subjects through Irish,N,N,MULTI DENOMINATIONAL,Open,19,17,36
91426A,Mountmellick Community School,http://mountmellickcs.ie/,Mountmellick,Co Laois,,,Laois,R32A099,578624220,office@mountmellickcs.ie,MR. LAWRENCE JOSEPH CURTIN,Y,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,235,215,450
91427C,Heywood Community School,http://heywood.ie/,Ballinakill,Portlaoise,Co. Laois,,Laois,R32FE04,578733333,admin@heywood.ie,MR. PHILIP BOWE,N,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,321,391,712
91550B,MOUNTRATH COMMUNITY SCHOOL,http://www.mountrathcs.ie/,Dysartbeigh,Mountrath,Co. Laois,,Laois,R32AK27,578741080,principal@mountrathcs.ie,MISS SIOBHAN MC CARTHY,N,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,373,391,764
71540J,Carrigallen Vocational School,http://www.carrigallenvs.com/,Carrigallen,Co Leitrim H12 TD72,,,Leitrim,H12TD72,494339640,VeronicaEdwards@msletb.ie,Declan Conboy,N,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,136,183,319
71560P,Lough Allen College,http://www.loughallencollege.ie/,Drumkeerin,Co Leitrim,,,Leitrim,N41XT98,719648017,FionaKuehl@maletb.ie,Una Killoran (Dep) as per OR 17-18,N,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,68,85,153
71570S,Drumshanbo Vocational School,http://www.dvs.ie/,Drumshanbo,Co Leitrim,,,Leitrim,N41D623,719641085,info@dvs.ie,Mr. Martin Fallon,N,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,125,124,249
76089V,MOHILL COMMUNITY COLLEGE,https://mohillcommunitycollege.ie/,MOHILL,CO LEITRIM,,,Leitrim,N41YT72,719631208,mohillcc@eircom.net,Ms. Una Duffy,N,Mixed,Day,No subjects taught through Irish,N,N,MULTI DENOMINATIONAL,Open,193,161,354
81013P,St. Clare's Comprehensive School,http://www.stclarescomprehensive.ie/,Manorhamilton,Co. Leitrim,,,Leitrim,F91FY82,719855087,stclares@iol.ie,MR. JOHN T IRWIN,N,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,235,244,479
91496V,Community School,https://www.carrickcs.ie/,Carrick-On-Shannon,Leitrim,,,Leitrim,N41VX63,719620880,info@carrickcs.ie,MR. ADRIAN JACKSON,N,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,315,335,650
91519H,BALLINAMORE COMMUNITY SCHOOL,http://www.ballinamorecs.ie/about-us/contact-us/,BALLINAMORE,CO LEITRIM,,,Leitrim,N41F6A2,719644049,office@ballinamorecs.ie,MR. PATRICK J. LEYDEN,N,Mixed,Day,No subjects taught through Irish,N,N,MULTI DENOMINATIONAL,Open,150,170,320
64130W,Scoil Pól,http://www.scoilpol.ie/,Kilfinane,Co. Limerick,,,Limerick,V35YH27,6391197,secretary@scoilpol.ie,MR. MICHAEL O'HARA,N,Mixed,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,193,192,385
64150F,Glenstal Abbey School,https://www.glenstal.com/,Murroe,Co Limerick,,,Limerick,V94HC84,61386099,administration@glenstal.com,MS. CARMEL ANN HONAN,N,Boys,Boarding,No subjects taught through Irish,N,Y,CATHOLIC,Open,,254,254
64170L,Scoil Mhuire & Íde,http://www.smincw.ie/,Newcastle West,Co Limerick,,,Limerick,V42RT27,6962443,khayes@smincw.ie,MISS JULIA MARIE MAHONEY,N,Mixed,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,315,315,630
64180O,Salesian Secondary College,http://www.salesiancollege.ie/,Pallaskenry,Co Limerick,,,Limerick,V94WP86,61393105,secretary@salesiancollege.ie,MR. PATRICK J. O'NEILL,N,Mixed,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,391,321,712
64200R,Colaiste Mhichil,http://www.cbssextonstreet.ie/,Sexton Street,Limerick,,,Limerick,V94NF25,61416628,carrie.guillen@cbssextonstreet.ie,MR. DENIS O CONNOR,Y,Boys,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,,374,374
64201T,Ardscoil Ris,http://www.ardscoil.com/,North Circular Rd,Limerick,,,Limerick,V94V602,61453828,asroffice@eircom.net,MR. THOMAS EDWARD PRENDERGAST,N,Boys,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,,744,744
64220A,St Clements College,http://www.stclements.ie/,Laurel Hill Avenue,South Circular Road,Limerick,,Limerick,V94HP44,61315878,admin@stclements.ie,MR. PATRICK J TALTY,N,Boys,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,,530,530
64240G,St Munchin's College,http://www.stmunchinscollege.com/,Corbally,Limerick,,,Limerick,V94HXW5,61348922,stmunchins@eircom.net,MR. THOMAS DAVID QUILTER,N,Boys,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,,648,648
64250J,Coláiste Nano Nagle,http://www.colaistenanonagle.ie/home.html,Sexton Street,Limerick,,,Limerick,V94YW24,61410390,psspupil@eircom.net,MRS. MARY RYAN,Y,Mixed,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,330,,330
64260M,Laurel Hill Secondary School FCJ,http://www.laurelhillsecondary.com/,Laurel Hill,South Circular Road,Limerick,,Limerick,V94D2Y5,61319383,principal@laurelhillfcj,MR. MICHAEL CREGAN,N,Girls,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,630,,630
64270P,Laurel Hill Coláiste FCJ,http://www.laurelhillcolaistefcj.ie/,Cnoc Na Labhras,Luimneach,,,Limerick,V94CR26,61313636,principal@laurelhillcolaistefcj.ie,MS. AEDIN NI BHRIAIN,N,Girls,Day,All pupils taught all subjects through Irish,N,N,CATHOLIC,Open,409,,409
64290V,Ardscoil Mhuire,http://www.ardscoilmhuire.com/,Corbally,Limerick,,,Limerick,V94X47D,61349014,mcla.ias@eircom.net,MISS BRID HERBERT,Y,Girls,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,492,,492
64310B,Villiers Secondary School,http://www.villiers-school.com/,North Circular Road,Limerick,,,Limerick,V94F983,61451447,secretary@villiers-school.com,MS. JILL STOREY,N,Mixed,Mixed,No subjects taught through Irish,N,Y,CHURCH OF IRELAND,Open,308,258,566
68121S,Scoil na Tríonóide Naofa,http://www.stn.ie/,Doon,Co Limerick,,,Limerick,V94Y6H6,61380388,info@stn.ie,MS. ELIZABETH MARY CASEY,N,Mixed,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,325,289,614
71700F,Colaiste Mhuire,http://www.colaistemhuirekk.ie/,Askeaton,Co Limerick,,,Limerick,V94P603,61392368,colaistemhuire.ias@eircom.net,Ms. Norma O'Brien,N,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,206,212,418
71790J,Desmond College,https://www.desmondcollege.ie/,Station Road,Newcastle West,Co. Limerick,,Limerick,V42DK84,6962205,info@desmondcollege.ie,Mrs Vourneen Gavin-Barry,Y,Mixed,Day,Some pupils taught all subjects through Irish,N,N,INTER DENOMINATIONAL,Open,170,169,339
71840V,Colaiste Chiarain,https://www.colaistechiarain.com/,Croom,Co. Limerick,,,Limerick,V35W727,61397700,admin@cco.ie,"Acting Principal, Matt Power",Y,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,398,362,760
71850B,Hazelwood College,https://www.hazelc.ie/,Dromcollogher,Co. Limerick,,,Limerick,P56HF60,6383121,hazelc@hazelc.ie,Brendan Burke,N,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,241,270,511
76061W,Colaiste na Trocaire (Mercy Community College),http://mercycc.ie/,Rathkeale,Co. Limerick,,,Limerick,V94Y685,6964094,mercycc@eircom.net,Ms. Mary Kennelly,N,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,267,213,480
76070A,Coláiste Ióasef,http://cik.ie/,Kilmallock,Co. Limerick,,,Limerick,V35E860,6398275,office@cik.ie,Noel Kelly,Y,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,182,222,404
76073G,Castletroy College,http://castletroycollege.ie/,Newtown,Castletroy,Co Limerick,,Limerick,V946D85,61330785,admin@castletroycollege.ie,Mr Padraig Flanagan,N,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,589,624,"1,213"
76093M,COLÁISTE ÍDE AGUS IOSAEF,http://www.abbeyfealecollege.ie/,ABBEYFEALE,CO LIMERICK,,,Limerick,V94F7X4,6830631,colaisteideagusiosef@lcetb.ie,Liam Murphy,N,Mixed,Day,No subjects taught through Irish,N,N,MULTI DENOMINATIONAL,Open,357,338,695
76101I,GAELCHOLÁISTE LUIMNIGH,https://gcluimnigh.com/,MEAL SIOR ANRAÍ,LUIMNEACH,,,Limerick,V94V2Y9,61404959,eolas@gcluimnigh.ie,Donncha Ó Treasaigh,N,Mixed,Day,All pupils taught all subjects through Irish,N,N,INTER DENOMINATIONAL,Open,386,227,613
76414G,Thomond Community College,http://www.thomondcommunitycollege.ie/,Moylish Park,Moylish,Limerick,,Limerick,,,info@thomondcc.ie,Mr. Eugene O'Brien,Y,Mixed,Day,No subjects taught through Irish,N,U,MULTI DENOMINATIONAL,Open,320,170,490
76476F,Mungret/Dooradoyle Community College,https://mungretcommunitycollege.ie/,Old Stables Mungret College,Dromdarrig,Mungret,Co. Limerick,Limerick,V94ND77,876742940,liam.omahoney@lcetb.ie,Liam O'Mahony,N,Mixed,Mixed,No subjects taught through Irish,N,N,MULTI DENOMINATIONAL,Open,35,58,93
81014R,Crescent College Comprehensive,https://www.crescentsj.com/,Dooradoyle Rd,Dooradoyle,Limerick,,Limerick,V94W6W8,61229655,info@crescentsj.com,MS. KARIN FLEMING,N,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,422,460,882
91502N,John The Baptist Community School,http://johnthebaptistcs.ie/,Hospital,Co Limerick,,,Limerick,V35WT25,61383283,info@johnthebaptistcs.ie,MRS. NOREEN M RAFFERTY,N,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,497,519,"1,016"
63710M,Mercy Secondary School,https://mercyballymahon.ie/,Ballymahon,Co Longford,,,Longford,N39P8C5,906432267,info@mercyballymahon.ie,MISS JOSEPHINE DONOGHUE,N,Mixed,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,333,311,644
63730S,Cnoc Mhuire,http://www.cnocmhuiregranard.ie/wordpress/,Granard,Longford,,,Longford,N39D450,436686231,office@cnocmhuiregranard.ie,MS. PAULINE MCBRIEN,N,Mixed,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,233,224,457
63750B,St. Mel's College,http://www.stmelscollege.ie/,Longford,Co. Longford,,,Longford,N39XP92,433346469,stmels@stmelscollege.ie,MR. DECLAN ROWLEY,N,Boys,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,,509,509
63760E,Meán Scoil Muire,www.scoilmhuirelongford.ie ,Convent Road,Longford Town,Co. Longford,,Longford,N39H6R2,433346608,info@scoilmhuirelongford.ie,MS. AOIFE MULRENNAN,N,Girls,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,505,,505
71690F,Ballymahon Vocational School,www.ballymahonvs.com ,Ballymahon,Co Longford,,,Longford,N39HK23,906432211,coates.bvs@lwetb.ie,Rosemary Johnston,Y,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,155,243,398
71710I,Ardscoil Phadraig,www.ardscoilphadraig.com ,Granard,Co Longford,,,Longford,N39RR79,436686209,admin.apg@lwetb.ie,Mr. Garrett Buckley,Y,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,109,143,252
71720L,Lanesboro Community College,www.lanesborocc.com ,Lanesboro,Co Longford,,,Longford,N39NN52,433321139,Admin.lcc@lwetb.ie,Ms Bernice Martin,Y,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,79,99,178
71730O,Templemichael College,www.templemichaelcollege.com ,Templemichael,Longford,,,Longford,N39DA02,433345455,admin.tcl@lwetb.ie,Ms Sorcha Nic Dhonnacha,Y,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,102,162,264
91436D,Moyne Community School,www.moynecs.ie ,Moyne,Co Longford,,,Longford,N39T860,494335114,office@moynecs.ie,MR. DESMOND CULLEN,N,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,323,314,637
63840C,St. Joseph's C.B.S.,http://www.droghedacbs.ie/,Newfoundwell Rd,Drogheda,Co Louth,,Louth,A92EC62,419837232,cbsoff2015@gmail.com,MR. DAVID MADDEN,N,Boys,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,,788,788
63841E,St Mary's Diocesan School,www.stmarysds.ie ,Beamore Road,Drogheda,Co. Louth,,Louth,A92TF24,419837581,office@stmarysds.ie,MR. CIARAN FRANCIS O'HARE,N,Boys,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,,783,783
63850F,Our Lady's College,www.ourladys.ie,Greenhills,Drogheda,Co Louth,,Louth,A92VP28,419831219,office@ourladys.ie,MRS. GERALDINE MULVIHILL,N,Girls,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,958,,958
63860I,Sacred Heart Secondary School,www.sacredheart.ie ,Sunnyside,Drogheda,Co Louth,,Louth,A92K796,419837812,mhoey@sacredheart.ie,MRS. LEONI CARROLL,N,Girls,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,611,,611
63870L,Drogheda Grammar School,www.droghedagrammarschool.ie ,Mornington Rd,Drogheda,Co Louth,,Louth,A92D9KF,419838281,info@droghedagrammarschool.ie,MR. HUGH BAKER,N,Mixed,Mixed,No subjects taught through Irish,N,Y,QUAKER,Open,140,181,321
63880O,Colaiste Rís,http://www.colaisteris.ie/index.html,Sraid an tSéipéil,Dún Dealgan,Co Lú,,Louth,A91N798,429334336,colris@eircom.net,UAS. GERARD O H-ADHMAILL,N,Mixed,Day,Some pupils taught all subjects through Irish,N,N,CATHOLIC,Open,177,431,608
63890R,St Mary's College,www.maristdundalk.com ,Nicholas Street,Dundalk,Co Louth,,Louth,A91W838,429339977,principal@maristdundalk.com,MR. ALAN GERARD CRAVEN,N,Mixed,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,280,454,734
63891T,De La Salle College,www.delasalle.ie ,Castleblaney Road,Dundalk,Co. Louth,,Louth,A91AE65,429331179,secretary@delasalle.ie,MISS PATRICIA DONOHOE,N,Mixed,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,1,707,708
