Rank,Previous rank,Name,official_school_name,place_id,Type,% at university,% at third-level,Boys,Girls,Students/staff ratio,Telephone,photo_ref1
265,227,"Scoil Mhuire, Strokestown, Co Roscommon",Scoil Mhuire Strokestown,ChIJxQDTnNcnXEgRqqu9ixA6R_0,M,42.6,83.3,275,236,14.5,071-9633223,CmRaAAAA46WAwdLvM6sOr9GK4tQWvxMn_YP9xL5PnZk14tQnux1x19xCGX9p0Jf18ubqTXLnPW66YRcXcjuPF82-oAEeI2Cpe93RpBBnvvoMkhTWJIHOvE1bgEqnrbStJokrGQNbEhBlwO6zuWdI3CVbME5TnSe4GhTnf2KM6wLueocINaQtjXgxvXhIaw
163,144,"Scoil Muire agus Padraig, Swinford, Co Mayo",Scoil Muire agus Padraig,ChIJ54H_QZdNWUgRJ9AX3UEp5-Q,M,51.8,85.6,162,176,11,094-9251481,
107,130,"Scoil Mhuire gan Smal, Roscommon",Scoil Muire gan Smal,ChIJ25b9X7I8XEgRrKE3KVekcqI,G,59.2,88.6,0,560,15.1,090-6626321,CmRaAAAAe8Tu7FCesxD_Hp3mptvehzWko10fx_ptX3HZDDu6kaamzNGTBsE1NBauj3Xhb2An8R0-835H1E_rHt1YVlXFGDeex3ih1EeT7ssRZR5npNPndDjco9AWL7zG6YrH5Sb0EhDLQy_efUVjgQ64PaL3YfxrGhQylT6xFG1QFx-idaiZyY_5k2U70w
271,319,"Scoil na mBraithre Chriostai, Charleville, Co Cork",Scoil na mBraithre,ChIJO732WxKzREgRsEIDKzHwcs0,B,42.3,73.7,327,0,14.2,063-81789,
258,270,"Scoil na Trionoide Naofa, Doon, Co Limerick",Scoil Na Tríonóide Naofa,ChIJmzHkVUKlXEgRUjhq5WTINYU,M,43.2,77,272,324,13.3,061-380388,CmRaAAAAePue206dRwVjE1KSExTYTfTw5NBYtdoL8Mq7vy-_z3t7iOWw6tAvF1DLDv0nHqU9tCBHELW2Lsu62Bez3otWtr2ggui1AQ2xojvyhvZorBbpt2QrilZJwoKGvMWBawhjEhCRRktMhLbdDwlOAW3THB3hGhR8pLG27uNMu8Xd2mZAa_SaaN16Nw
129,94,"Scoil Phobail Mhic Dara, Carna, Co Galway (G)",Scoil Phobail Mhic Dara,ChIJ28nUxhtIWkgRU4djdrrm1Vo,M,55.5,77.8,43,44,5.6,095-32245,CmRaAAAAtRGF40BlYXuKoYOLFvModMnr-nfl1F1N3tRp2eqnMILIiF8xxOtijDAQGwB290tcepEi3jZmMyCs2wMQGjdOjadRD-bXbEt8H_wEx_1XA3xbjXJwYcRgyAS_w8hA4z2lEhAcEvzVxOfUfPvcBRyEXBfPGhRgSTArBx3Rk-yJT1coIVjaYVyH1w
260,232,"Scoil Phobail Sliabh Luachra, Rathmore, Co Kerry",Scoil Phobail Sliabh Luachra,ChIJby7j7NUgRUgRiM1BJ8ZmYBY,M,42.9,78.8,233,181,13.1,064-7758135,
164,223,"Scoil Pol, Kilfinane, Co Limerick",Scoil Pol,ChIJ-wFrRXarREgRqGjv5zIoUE4,M,51.7,88.8,159,176,14.2,063-91197,
78,89,"Seamount College, Kinvara, Co Galway",Seamount College,ChIJWYW7HQucW0gRNplOhnHCbEA,M,62.2,82.1,181,222,16.5,091-637362,
220,206,"Skerries Community College, Skerries, Co Dublin",Skerries Community College,ChIJY66CO6cYZ0gRTHRN8q8onVo,M,46.3,81.4,517,417,,01-8490011,
178,171,"Sligo Grammar School, The Mall, Sligo (B)",Sligo Grammar School,ChIJs5ENR0roXkgR1pJCqqqV-wc,M,50.2,74.5,261,191,18.2,071-9145010,CmRaAAAAvqmaNgUV2jr-WdGTnBijXFbzo_Qkdm9CiTSPlQBi4NT8RBl7piudv3ZduTk-RNiRxgMifaJJ2LnYofjRbLWhqE5LuaUheWSLG0GC1Op__a7os7ZJt4OccQyVTP7xt7YTEhCnzUpMDyWVlSWqGh0-fTijGhSByNbluQeD1hr1jjhSKKKg9ZjrvA
390,,"St Aidan’s Comprehensive School, Cootehill, Co Cavan",St Aidan’s Comprehensive School,ChIJ5wwTwiQdXkgRGlX2tLQ7hNk,M,34.6,73.6,255,260,12.9,049-5552161,
76,81,"St Aloysius’ College, CarrigtwohilI, Co Cork",St Aloysius College,ChIJ5fJKwUidREgRclnLei-f5zs,G,62.7,87.6,0,765,15.9,021-4883341,
154,199,"St Angela’s Ursuline Convent, Waterford",St Angela’s Ursuline Secondary School,ChIJow_TgB3EQkgRGKuWvnpfHNQ,G,52.6,95.7,0,906,15.9,051-876510,
272,341,"St Anne’s Secondary School, Rosanna Rd, Tipperary",St Annes Secondary School,ChIJhUBvxGmyXEgRnN7mMSWAncs,G,42.3,68.9,0,341,14.8,062-51747,
200,236,"St Attracta’s Community School, Tubbercurry, Co Sligo",St Attractas Community School,ChIJdfn9apS2XkgRUwWywjl7HBQ,M,48.6,79.1,314,294,14.7,071-9120814,
293,338,"St Brendan’s Community School, Birr, Co Offaly",St Brendan’s Community School,ChIJc0kOMoj3XEgRcVctwf8_Lrw,M,40.7,76.7,485,472,14.2,057-9120510,
289,247,"St Brigid’s Vocational School, Loughrea, Co Galway",St Brigid’s College,ChIJJasMLhh5XEgRXrFDzUQ5Tfc,M,40.8,88.6,315,286,,091-841919,
208,170,"St Brigid’s College, Callan, Co Kilkenny",St Brigids College,ChIJZXwIJBcsXUgRfyYVEUuIRUQ,G,47.5,82,0,227,12.6,056-7725189,CmRaAAAAttgnGWmlOzqBUPKr2o6EFmJ5aT6NFEpd90ZXV2nf7C1fOz-QEPM1n9R1Bs0jSfT_TS3j3XOOs-0ZPVKryogwKvslHJf0-FzXLKz378vI_gWGLBTigADms9YB_qXZIyBaEhDVCk0njFO4WkLGXJcKqa4FGhSdZROCUJdKYEaRXCDTCTAcMDAhsg
254,289,"St Brigid’s School, Tuam, Co Galway",St Brigids School,ChIJh-rbirT2W0gR5KKwtnre9aM,G,43.5,84.5,0,335,14.5,093-24199,
117,162,"St Brigid’s Secondary School, Killarney, Co Kerry",St Brigids Secondary School (Presentation College),ChIJSXIWPwY8RUgRm40U210ND4k,G,57.4,86.3,0,531,15.9,064-32209,CmRaAAAAvRYiiTFk2lF8qQm8jNY9W_3GL-xKYn0TdLwmsjlucg0lxHUvZ-drr8Lxw1XhB64knYZfpGxLiLTWuIP1BM_nyIgLzyb_81ZtQjF5xGPjDg45E1d-PJAHUVJ6D1QoovFuEhAESrOligdXoCQzSD2rgIhYGhTdYduRqRe3g9SG8rr1RD_sSP1qqg
313,298,"St Caimin’s Community School, Tullyvarraga, Co Clare",St Caimin’s Community School,ChIJx_KVGNtBW0gRZ3z4gIaUszM,M,39.6,72.4,354,378,15.5,061-364211,CmRaAAAAIhqHajFA1RXsOTHYKUsmapkMa_yt0KdiglFtbnKZXGf4eO5cyWFsfBuHr4VAw_NOqGypbysdBPB4D_9UKZ_jA06dNL-tHhPngLc2czFWXMDmTfZ5gYvx1oUfI5iFTFysEhBbwY5hFMr6XSEvshKBeCcsGhSA0bugYIHofKTVU-_HLghM72HSCA
363,297,"St Catherine’s Vocational School, Killybegs, Co Donegal",St Catherines Vocational School,ChIJkznXb18aX0gR70po0cvEibQ,M,36.1,74.9,157,143,,074-9731491,CmRaAAAAW15qNwa93MJeAd08lpZZ_HWpQDaAic5E8rPcPLtWIhjnHupFekgsvNpix6pAOkj3GXt07-NhPEtkBrkxHgn0MSmVRcJsRti9WFAPCsUel3dgFF0oE-cxWIVbNOHSCdNzEhAHXSadT6jdr2jd6Dl9MIMWGhQe--lIvKVCxkm2FfbjXC8mjTNpcQ
379,348,"St Clare’s Comprehensive School, Manorhamilton, Co Leitrim",St Clares Primary School,ChIJJUf8mMTwXkgRdUPiFGgb6xw,M,35.2,69.7,258,249,13,071-9855087,
307,311,"St Clement’s College, Sth Circular Rd, Limerick",St Clements Redemptorist College,ChIJt8QHr4NcW0gRpt0IK75R17c,B,39.7,88.3,525,0,13.3,061-315878,
245,188,"Colaiste Cholmain, Fermoy, Co Cork",St Colmans College,ChIJjXHcAj9fQ0gRTMIMfsxjtc0,B,44.2,78.7,442,0,14.3,025-31930,CmRaAAAAYIcLCPqlX6yodIv4iKS8J9RNb28rRNoOjd-XOkCaH24-V4Ovdh0tQJfk4VujoG0WVMt569lUQd722_VrXmG_nRYrXoyD9caSWbQjl8jjRjvoePuG8ISLOwbWdUOvT4-gEhAHSkZeQbgoTnEbDFqnkAaXGhQ5Rw3AutkubD0PwbjtiKp5HC1dzg
185,191,"St Colmc丨lie’s Community School, Knocklyon, Dublin 16","St Colmcilles Community School, Knocklyon",ChIJw2vewwgLZ0gRZyp2b0mEZM4,M,49.7,93.7,352,361,14.2,01-4952888,
47,48,"St Conleth’s College, Ballsbridge, Dublin 4",St Conleth’s College,ChIJMzkwBLkOZ0gRA5h-cnVypzc,M,67.8,98,193,45,19.8,01-6680022,CmRaAAAAzu-AndVGOoThiFD94EbNv-4cSGugFJGpTFrK4J6vvA8FE51k1BmixELyhe_zKTwzaT5o75b-5ZF1oOlzE1YJTd2vKpEk3RqnuRTqH_q1ndklrueCth6ZtzYkG-D_HPqFEhCPyYXWb5-zo-RlNMSDuZpnGhQEYgXYZon6oCQmSHr7mmDTJjdJ7w
213,267,"St Cuan’s College, Castleblakeney, Ballinasloe, Co Galway",St Cuans College,ChIJrXtNFapyXEgRHfMmEcDYoks,M,47.2,80,134,127,12.8,090-9678127,
291,276,"St Dominic’s College, Cabra, Dublin 7",St Dominic’s College,ChIJqRkiJjYLZ0gRuR8rb9_c8tA,G,40.8,69.6,0,858,15.4,01-8385282,
176,181,"St Finian’s College, Mullingar, Co Westmeath",St Finians College,ChIJwWp3xiTAXUgRIHEsFIjG0uw,M,50.3,86.3,372,357,15.7,044-48672,CmRaAAAA9gmgWJQh255FfbDs4HFmtcgdSHVP4bNLJWeUcS_-ZIibY-n5aAdK3bAJKWBZgOWhrOY2CkJ7Tf0_KqvW3ZC1Yui7sJ35rqaaGUJJA_JgO3cBw8qMZ3N5nyJSKtNehqLnEhAMLmDHqEa65Vb4s0uEhLOoGhT1XJO4KZSv1bXYBUY9jRTjHNMqVw
124,168,"St Fintan’s High School, Sutton, Dublin 13",St Fintans High School,ChIJd_Nc6SMFZ0gReIvr5-tzH4w,B,55.8,89.2,706,0,16.4,01-8324632,CmRaAAAAFnFp7ggJXdPOAdzi8U9N1ufxF3MCOK6QeLgBnqeQQzZ5ZbT2nbIFH1OB4K-RbcmGqd5yXIgUbu6UuKP6wf42QazWH2aG_Pr4qZEDiJLOfEA6Y4GH8fem5QYcnyZvmGFvEhATmIKq3wREUhX0X-dxUYOZGhQhKkxvXIyFXZrjog8BwQxmwgGN4Q
49,77,"St Francis Capuchin College, Rochestown, Co Cork",St Francis Capuchin College,ChIJ_____yKFREgRgKZ_COyXejY,B,67.1,91.8,659,0,14.9,021-4891417,CmRaAAAAQRnZcmSBL5LKJ439BH_ZKruyYOOwvS1sPVfK2FJiXuwiNZ9wvylLF1SME2A7GEq5tqM0wNNbOflVtFS7e8-Ya-JqCt63EO9oGuFphZsFOiHBl0c4GT9OrU4dLsYmlxYLEhAqQvSTXXP5001wx1oayDwnGhR6AX9VZ_mI0q07gJRqobcjlNjyzw
68,70,"St Gerard’s School, Bray, Co Wicklow",St Gerard’s School,ChIJnQjIctunZ0gR3VbNOLBwrhs,M,63.4,97.5,350,187,18,01-2821822,CmRaAAAAT_C9raf5RwQplnDgVqg-TgAMO4EFmq0o9Q-te2THPqPhVNzgtgyWOlfsUuYz08y1TXTsZaTWC8UWvzQhhYXUg0AAE0x2B2JX8XoikaZWNdsV2zWhQoPhxCojETUS0vyhEhBohMdGzTt5ZYTB_VyVXAqtGhTNh1h8rWqsBcWCcC61PlX0HJXPHQ
222,215,"St John Bosco Community College, Kildysart, Co Clare",St John Bosco Community College,ChIJIf9CsSc9W0gRv6-AN9fts1E,M,46.1,87.6,103,105,,065-6832300,
113,105,"St Joseph of Cluny, Killiney, Co Dublin",St Joseph of Cluny Secondary School,ChIJo468x9EHZ0gRslE60lRks4I,G,57.5,94.9,0,318,16.7,01-2855027,CmRaAAAAaiHdYNqzAWYeis7X28zSP0nlAMpNHI1KN4cFPLzWj_OaYWIHYCLKqxdMU1u69ZMO39bruuUVPyEoLG9Yb5_qs4qqpm1flx13pHX3dAunUy7cnFQxDyUZrMhHNeuV8U_xEhDUD53qM6ey8vQrmIkFM-7gGhThak2M7WZ_Weqb-Irr-UgV8Y2NUg
253,255,"St Joseph’s College, Athlone, Co Westmeath",St Joseph’s College,ChIJ3ymQ_wBJXEgREEE_oVrtp3Q,G,43.5,89.7,0,163,8.4,090-6492383,
149,185,"St Joseph’s Co lege, Lucan, Co Dublin",St Joseph’s College Lucan,ChIJBec_PvByZ0gRKEabUbbEjtA,G,53.2,83.3,0,866,15.9,01-6281160,
318,259,"St Joseph’s Community College, Charlestown, Co Mayo",St Joseph’s Community College,ChIJ0ydEOUGyXkgRpKDo3w1fmJU,M,39.3,76.3,85,78,,094-9254211,CmRaAAAAxvn5bxSNG-hVtP3B45q5JjrzCjx8xMGCYdK6V1uFWBiZMmf4Qh5_A3qA0aOLzcVg5HaraUGuDwT0xPyWkg-DT5kktT_Nd41DeK9V9OQRf9dzSD5_epGrL-AdqvZ37tZFEhCEuhCllX0SrSJGEoedMCIvGhSgF-0-pPIgCPQuSY8QgvLHiji1rw
34,40,"St Joseph’s Secondary School, Castlebar, Co Mayo",St Joseph’s Secondary School,ChIJR2wof6BdWUgRFuUVUusdRl0,G,70.7,96.1,0,547,18.3,094-9021406,CmRaAAAARJp1CbVFy5pFD0aGoWrdcebhzfkKq5-6ZnTCSCLehafNZGg5p4t8vkJ6NUx5ZMAEVyOB2m1prLAoGhLcvpAiLzBatni72yLQJdS73rRSWrwRk1CufMkL6jZfAlABdPrKEhCrNuJhioe18E2JuATQyApgGhQhl1N9i4CsAdq0sMjpGo1DU1XtPw
209,209,"St Joseph’s Secondary School, Tulla, Co Clare","St Joseph’s Secondary School, Tulla",ChIJn4LK4WFlW0gRBf8ffogwivE,M,47.4,85.9,246,239,14.5,065-6835113,CmRaAAAAmCoU2JHOBulj_-uKc8A31NM1umECzKKVrNxf7xX8_V78TcbfWuEe5bKqOyEdcGwoa3udBrPeGmraEui4v3V7nURZNRBRLbYRpV1WwW7-9RaC-zjYsgkQDgYvKv--72EDEhAkSEscJbTsepI56C3f6sPoGhTLa4nG7Nv-H1bNrC8WLw53mggXJw
214,203,"St Joseph’s Secondary School, Navan, Co Meath",St Josephs Mercy Secondary School,ChIJlaO5U0tbZ0gR8xRoyOjh5cA,G,47.1,76,0,705,15.6,046-9021830,
324,322,"St Joseph’s Secondary School, Ballybunion, Co Kerry",St Josephs Secondary School,ChIJi62FXc3FWkgRtX2O0MYu1UA,M,39,84.4,154,139,12.8,068-27205,
108,114,"St Kieran’s College Secondary School, College Rd, Kilkenny",St Kieran’s College,ChIJnRVndJswXUgROSEySIA6phA,B,59.1,92.8,767,0,17.2,056-7761707,CmRaAAAAREkG0tiD2xO1uxu-1W0W6nFRl7NM1YvTWDtWofaNM-28gls4F0oP69HZ5m_QF8yC93_uIGSLFmfJ3ZdJxmPNCUT5XZao7fPxJA8anC3jDDB7DzV4eIDk-jzvK0Vmd8zREhD4r2Qulk6krf-AGLJox7ZdGhRfW_VMm4gS9qQZWyqIzMVuooUzPw
81,62,"St Kilian’s Deutsche Schule, Clonskeagh, Dublin 14",St Kilian’s German School,ChIJcY7zEjkJZ0gRFHH36MF-f88,M,62.1,88.6,234,138,18.1,01-2883323,CmRaAAAAi8_lkbDQJMdkbJOJtTXr7JLoBfxQ9vI1pcv3aEOPxm5CcOMBbVWHQgJcGuR_wEcklV0u6NJzAaMcpNtmnH7a6vtfgjio0G1LtSiVrgC3Dlo1qYcpBQo6INyl2ZpbzWFdEhDjw37TEcjIgG1KXAgPoAiBGhStJcOwcBdiEDZ4ssjYeDATK0BfSQ
202,211,"St Leo’s College, Dublin Rd, Carlow",St Leo’s College,ChIJ85hjRVZdXUgRV2YR3YBxYmU,G,48.2,78.9,0,1005,16.5,059-9143660,CmRaAAAA-bs_w0GtIPE6p5YZK8yUFJZLFbS1rz7AOPucs8BOGdwGXUjRPxSPoxP-jKUSr6v_RCwUScV1qd4erlta931I1rvTLbYN3g-PopFfCLkHqveix2frQmgZ09qeNZmm6AZBEhCozxzHN_btuQb4tEa3Ll_0GhSRTuO35eUSTELd8msQGVI3RfrSIA
198,169,"St Louis Community School, Kiltimagh, Co Mayo",St Louis Community School,ChIJtUCAQzlRWUgR4upMfO0gRuY,M,48.6,81.7,278,261,11.4,094-9381228,
326,344,"St Louis High School, Rathmines, Dublin 6",St Louis High School,ChIJ80PzXQMMZ0gRSqACTokOwEQ,G,38.9,78.7,0,650,15.3,01-4975458,
126,121,"St Louis Secondary School, Monaghan",St Louis Secondary School,ChIJPw7LHESfYEgRcsLAyI-4pW0,G,55.6,83.5,0,529,16.9,047-81422,
173,148,"St Macartan’s College, Monaghan",St Macartan’s College,ChIJVyzSHESfYEgRpXZ68OvAbHI,B,50.5,95.3,615,0,14.4,047-83365,CmRaAAAAPWa-9F8up3b6VL3w-oTbByWxpDvh_YDz6_Ah8ZwfsW6o56T8arqBe4Cg4u8RpQV4v3n-oDZ4vork9Ly60-ymLq6Gl7KO0x3CyLoOISZFZ_RTvquYESwv55O1bcGNigUlEhB_FWzDW1CLmQb8iVGIuJqFGhSxtr_cBuAtBtFdpg8aRFQ56L694g
174,328,"St Aloysius’ School, St Maries of the Isle, Cork",St Maries of the Isle National School,ChIJ4xpcTxiQREgRMMdUTUkLwe8,G,50.5,82.4,0,313,13.4,021-4316017,CmRaAAAAyVxLSsMwJgHSCe1bIpoSmhhzpRyXkg51_6qFFHpNPsIVZ_FbMuSeqRiXGiLnpXpoXI0pCyVDX_5yJU_A2xQoDlopW-T-xFCVP_c1CC6TfHMk9IrArLLfSTqemhdOQrcJEhD5sICOBVuDVJfO3_YshbSuGhSGSIkT_bdFR11s6ndyENQ5vYo5QQ
282,345,"St Mary’s College, Arklow, Co Wicklow",St Mary’s College,ChIJY0CuOOPDZ0gRqGBUIA0cJs8,G,41.4,78.4,0,595,16,0402-32419,CmRaAAAAWlpV9m-pGbHZiil6S--WjG1UsPZaVZGf2paKzjxf3Jle_DqrcqeaOCu6KuQIqAQz8FhWkRb78UF1OOJCTwSHQo6knce763G7Fgr4Wv9629W3hmS2idImMckQb6EnxiEkEhBHLClRxUtfsOdNq8p2M0iFGhReaDwK5mdYmBbxlQoQoS_z-YTQoA
41,63,"St Mary’s Secondary School, Mallow, Co Cork",St Mary’s Secondary School,ChIJhxXdiFC5REgR89j1PjVFgtg,G,68.8,90.4,0,577,14.2,022-21998,CmRaAAAAtt3bNnH8XRqtzjpOsvqmeNEdSjkKp-w2fyStqmoU5NQFbZb6q0cBdL6X3AnBhtxDTkTy7G8L34_y-nn1j3ZRXkgfO8e4heLDVjRjSmZyIVa2wz3R9o2yBW2BG4YfsrZKEhBUS14nYOUQSyPQhc3vyW0yGhRrwsOwGx2BiAuuqLbEOLSO7-tVcQ
132,147,"St Mary’s Secondary School, Charleville, Co Cork",St Mary’s Secondary School,ChIJeZUf-LgPZ0gRGYsGJYSXIiY,G,55.4,78.6,0,380,13.4,063-81877,CmRaAAAAtt3bNnH8XRqtzjpOsvqmeNEdSjkKp-w2fyStqmoU5NQFbZb6q0cBdL6X3AnBhtxDTkTy7G8L34_y-nn1j3ZRXkgfO8e4heLDVjRjSmZyIVa2wz3R9o2yBW2BG4YfsrZKEhBUS14nYOUQSyPQhc3vyW0yGhRrwsOwGx2BiAuuqLbEOLSO7-tVcQ
90,110,"Colaiste Naomh Mhuire, Naas, Co Kildare",St Marys College,ChIJl5EdVOp4Z0gRZDCA-5sHVVE,G,60.9,90.7,0,1012,17.2,045-879634,CmRaAAAAL6cxuTRzPb_ZA-i0e4eGSkJvOpllCFAIF-TGDHsVIaZ63WcftFmA21zOX0IosO5qBZJ-ujcahE6Bfb1ZfaoAwdzNahPxKTNY9YF6UldTjo0h0vpR_2dyf1N7n-ys4OjoEhAdwXWyNHJTenbqlvw2KZ6HGhR3WdRT0GiUUfD3ddRmOda2hZnzaA
328,342,"St Mary’s College, Ballysadare, Co Sligo",St Marys College,ChIJq3MEyfLBXkgRGrQcEqlYQXY,M,38.8,74.5,114,90,11.6,071-9167579,CmRaAAAAL6cxuTRzPb_ZA-i0e4eGSkJvOpllCFAIF-TGDHsVIaZ63WcftFmA21zOX0IosO5qBZJ-ujcahE6Bfb1ZfaoAwdzNahPxKTNY9YF6UldTjo0h0vpR_2dyf1N7n-ys4OjoEhAdwXWyNHJTenbqlvw2KZ6HGhR3WdRT0GiUUfD3ddRmOda2hZnzaA
334,294,"St Mary’s College, St Mary’s Rd, Galway",St Marys College,ChIJQfHCd_iWW0gR9Vq7cBOPOw4,B,38.6,75.5,403,0,14.1,091-522369,CmRaAAAAL6cxuTRzPb_ZA-i0e4eGSkJvOpllCFAIF-TGDHsVIaZ63WcftFmA21zOX0IosO5qBZJ-ujcahE6Bfb1ZfaoAwdzNahPxKTNY9YF6UldTjo0h0vpR_2dyf1N7n-ys4OjoEhAdwXWyNHJTenbqlvw2KZ6HGhR3WdRT0GiUUfD3ddRmOda2hZnzaA
189,230,"St Mary’s Knockbeg College, Knockbeg, Co Carlow",St Marys Knockbeg College,ChIJV5No3XRoXUgRvyMjnbCtfbA,B,49.5,77.9,423,0,14.6,059-9142127,CmRaAAAAPRZaIFinCxVAC0_n4a6dwj-L-VOEN_ruW1tlYefl10ceAKXs119TLVDLU7MLkBrm8JL-t1ZIE8MTPA-47GLC6H-08zaEFVliTHdnCCrZoR0bAuWC-u1nBW_lYW-cgMYGEhCaW6rW9gFf4zUixihvLA5gGhTv4qjASaoFXD8DDKfzp5cZaeaCMg
80,86,"St Mary’s Secondary School, Nenagh, Co Tipperary",St Marys Secondary School,ChIJpcU6T1uRXEgRQo8aXSDjQi0,G,62.1,90.3,0,523,13,067-31450,CmRaAAAA8VICeFdlJYOU2HimOZxne2CYSNrZdQbwBu8cV4TlcJedfVoeA1SMYjwiWKImPCPhrIdgwPYPjClqCXnGEq5T71YX4y3j0XKv58utlqJDq30T2_mwC2b0xVo7I6qSsnI-EhDXtoXCifPtdDn_aiZ6jS4fGhS4VzPb-B1DNdnLc2w8q83Wnn5-ug
180,281,"St Mary’s Secondary School, New Ross, Co Wexford",St Marys Secondary School,ChIJH0zZuEyxQkgR_WGhAm_2HBI,G,50.1,82.4,0,621,15.7,051-421637,CmRaAAAA8VICeFdlJYOU2HimOZxne2CYSNrZdQbwBu8cV4TlcJedfVoeA1SMYjwiWKImPCPhrIdgwPYPjClqCXnGEq5T71YX4y3j0XKv58utlqJDq30T2_mwC2b0xVo7I6qSsnI-EhDXtoXCifPtdDn_aiZ6jS4fGhS4VzPb-B1DNdnLc2w8q83Wnn5-ug
268,330,"St Mary’s Secondary School, Edenderry, Co Offaly",St Marys Secondary School,ChIJmektSE6FXUgRnjyqVGMinx4,M,42.5,79,384,388,14.4,046-9731457,CmRaAAAA8VICeFdlJYOU2HimOZxne2CYSNrZdQbwBu8cV4TlcJedfVoeA1SMYjwiWKImPCPhrIdgwPYPjClqCXnGEq5T71YX4y3j0XKv58utlqJDq30T2_mwC2b0xVo7I6qSsnI-EhDXtoXCifPtdDn_aiZ6jS4fGhS4VzPb-B1DNdnLc2w8q83Wnn5-ug
389,,"St Mel’s College, Longford",St Mels College,ChIJKwqUOpzTXUgRRpHjT6u-cis,B,34.6,79.1,473,0,16,043-3346469,
257,316,"St Michael’s Community College, Kilmihil, Co Clare",St Michaels Community College,ChIJy7F20t8eW0gR8-WLUxW203c,M,43.3,91.2,89,133,,065-9050021,CmRaAAAAzcDd3F-ub2SGvMzYd5SpCgsDgBfjd2b3rAGTli8V8CkQXgBTFbbPeP577n2YAmw3NZ8CMd0prSxYX8-uFij8DeoT-_ioABUsZa2qN2SLKCC0KfIk3PtbuJkIPZear_ReEhCT7d99Cz2AvAEPxpPCjI_3GhSdWjR8zayRIQ5FjDMrsWDRiGd2zA
295,375,"St Mogue’s College, Belturbet, Co Cavan",St Mogues College,ChIJ00Q8Us0NXkgR6U0m49nshvU,M,40.7,60.3,129,104,,049-9523112,
298,312,"St Munchin’s College, Corbally, Limerick",St Munchin’s College,ChIJpXjIMjZcW0gRskhuYZcxTKw,B,40.4,80.9,626,0,15,061-348922,CmRaAAAACH-8dKa6jkfA0MT8d6MQ7rDAyJsgRqSqEa2Pr0689l0yQ3_O5rHmVY4gN6jw-ZT3Ti30xodYoD9Ws5_HqcBDXsQXqoUHLUrGxuPAfzaMbaKe81Bt-yN6yrE6imFoBUVpEhBeQB48e46gEoBZAoBn6p_sGhTLmS3TVjZzxu2BRqpSwYBTCeT8XA
247,295,"St Patrick’s College, Cavan",St Patrick’s College,ChIJdSs3Q98NXkgRIsvvtI7hLZI,B,44,87.3,649,0,16.4,049-4361888,
281,317,"St Patrick’s Classical School, Navan, Co Meath",St Patricks Classical School,ChIJa1VU50VbZ0gRv4HU_SqSXtQ,B,41.7,78.7,894,0,16.2,046-9023772,
193,201,"St Paul’s Secondary School, Oughterard, Co Galway",St Pauls Secondary School,ChIJc3sSu8TGW0gRYKr9SAhHqdU,M,49,87.5,223,191,13.9,091-552689,CmRaAAAALaQvb-15KpTed0EY6v0tuMmGes9ftdpkHbTRhadV7urk_nLnHnC_Uue7FeB8WnDTuZiJBLyGrCtoyEKpZgq3_s0Fj3fzw9zcVCUjVofiCC9rXmBLmS3aNu8jPp_cTskHEhCBMyHhmxw8-SW-I1ah4vC2GhRSURBq5Jy1SCCUxVmootjsOMGRlA
397,387,"St Raphaela’s Secondary School, Stillorgan, Co Dublin",St Raphaelas Secondary School,ChIJeUmiRhMJZ0gRxXjA827coLE,G,34.1,75.3,0,564,14.4,01-2888730,CmRaAAAA2WxArfu5AYMD4Wfe6C-ALiLrSdevSlED6mX6sdwzoWsssqZ6MKDXC1imAgKFDBGVcSWNu_UmqczToKA0TqnhNwOqgeBdnhjkhfWOuTRkt5vew99seTzcIc2oKObbcNwlEhDvhK3qRhwQ7B7hE7e7MIORGhSrTAUnHxAPSu549Cnm5_quF6uikA
266,224,"St Raphael’s College, Loughrea, Co Galway",St Raphaels College,ChIJPxJqkhl5XEgRzUICQmStj-k,M,42.6,78.5,248,295,16.6,091-841062,
131,127,"St Vincent’s Secondary School, Dundalk, Co Louth",St Vincent’s Secondary School,ChIJF0kWdJ_OYEgRLUHkNEgXInc,G,55.4,88.4,0,917,16,042-9332790,CmRaAAAAWbXCptceLkwSrYiuy9KU05zigq_Vn97RL6DfVRgsLWPpLZtmCPZG1MoV89zVAbPH4T0sfSgTmRVdhl3r7wybca82VWp2dvEhBs262UgT6slsOiksioPx6U6-HT1qA0IoEhCHK4V1ackBqtE4OYBjk0_1GhTOAHgR8Irhpr2b9Xdchg4pF7967w
355,376,"St Aidan’s CBS, Whitehall, Dublin 9",St. Aidan’s CBS,ChIJhw9gehYOZ0gRSVm3W0d8xVA,B,37.1,75,706,0,15.2,01-8377587,CmRaAAAA3IB_YLinQtinq7EybUcDHNLahRQURC-pL6uaoTXZX3o_nNPf1-8dmoebjT5LT1X50yz7VjAMwyRadrOmU4S7bGwGoqSbjfmJkdPICUv0AYdbtK7fGBaYrEwSm-G4r8JDEhDMcqSld7YXNAsYoypkzMdqGhTuPUgJa6BePkFkiqK2jWFn_1pYdw
