Roll Number,name,official_school_name,website,Address 1,Address 2,Address 3,Address 4,Address,County,Eircode,Phone,Email,Principal Name,DEIS (Y/N),School Gender - Post Primary,Pupil Attendance Type,Irish Classification - Post Primary,Gaeltacht Area Location (Y/N),Fee Paying School (Y/N),Ethos/Religion,Open/Closed Status,Total Girls,Total Boys,Total Pupils,Placeid,Lat,Lng,Photo Reference1,Photo Reference2,Photo Reference3,Photo Reference4,Photo Reference5,Award Title,Project Title,Project Category,Student(s),Award Title2,Project Title2,Project Category2,Student(s)2,Award Title3,Project Title3,Project Category3,Student(s)3,Award Title4,Project Title4,Project Category4,Student(s)4,Award Title5,Project Title5,Project Category5,Student(s)5,Award Title6,Project Title6,Project Category6,Student(s)6,Award Title7,Project Title7,Project Category7,Student(s)7,Award Title8,Project Title8,Project Category8,Student(s)8,Award Title9,Project Title9,Project Category9,Student(s)9,Award Title10,Project Title10,Project Category10,Student(s)10,Award Title11,Project Title11,Project Category11,Student(s)11,Award Title12,Project Title12,Project Category12,Student(s)12,Award Title13,Project Title13,Project Category13,Student(s)13,add
61440W,C.B.S. Secondary School,Christian Brothers Secondary School,thegreen.ie,The Green,Tralee,Co. Kerry,,"The Green, Tralee, Co. Kerry",Kerry,V92EA09,667145824,info@thegreen.ie,MS. ANNE O'CALLAGHAN,N,Boys,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,,611,611,ChIJcYbsz341RUgR4L8yIZT2qBU,52.2645913,-9.7048124,CmRaAAAAKqnHacs8TXpm0TgF-EVwnhBFf0piy3AjJO9YUvRCZlo8obUbvDbfQf1NOQJswIqD4Lu1Qr-YBSrKj0QkfiFAFe25QJ6Gnzc-4z99_JnLfxk9N1wN872WrlfkL-gwU7kSEhAuP2e2JFsyfNABiuFep8noGhSaXHW5TlH12j1SCZFehF9BWFfT8w,CmRaAAAAaRHEiWhhoIDRlsi5UjQ07LcMW6U7WO7CdjKI05NSdNnJA8z1t8zfD9pSCWe7aaL47UAJAU7TjDXic1VGTZPQRDDGQC8dwK4Y45QL-gyAEgxd83RvfxCSslXkQF5IZ5kmEhBbHtwVazSaL0F-OKyjcCRNGhTflBWRNwGvzvBMNWE_jsYvIV6_8A,CmRaAAAAQSwpQCklrCRgX2Yxq90WLngm7tYAUBgZym4gKvmuPgEzsNo1SgYoIi4GogV8tUtYofVzZ6wqrgnd4yL2GyXu9m4CvMXCC-5JPbfPRvfu2c57PC3Nm_iuvKovPFQFUgxqEhBoPLlmiZ1CD0qMiV_LURe6GhRDefScS5L9judhnyy6Wsgpx6l5hw,CmRaAAAAwCMkF4LPCJyF5J3fN40knDpFzI4_--LwTlWUx1EOOK6RQ_jZGtZosAILNn_UlJK1P6ZdMl5oT2qJGalZWDqzxnrjfa2S-5mFNNKmLxiccqPk-SIvdgSr9N1QHnG8YRXpEhDbanaBHIvol8cAYFYVKw68GhTWYvFK1m2EORMG6hz_39CcbbCdLw,CmRaAAAAwf74oa8O09C-OgFQvE2B5u1Eu0eDSPE_hgQr6_7SLxyUd20tZNQ6Ufwx135z4r8ebFKchgD-ElD-16a0BS2NXnH2kKYe0mYsul8tT4MyvVuPYknqvD8UXJmE3DuBAZtiEhARVIPB_0ougiFfZYYgBdNXGhSF1pdD-bDU4S7HX1x3kHLZFDGitg,3rd place intermediate Group,BEAP: Blind and Elderly Assistance Project – Artificial Intelligence for the blind,,Technology,"Kian Trant, Séamus Knightly, Conor Crowley",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
61450C,Presentation Secondary School,Presentation Secondary School,prestralee.ie,Tralee,Co Kerry,,,"Tralee, Co Kerry",Kerry,V92K768,667122737,prestralee@gmail.com,Chrissie Kelly,N,Girls,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,637,,637,ChIJH5E2Z05SRUgRY1Q3WLyhNsE,52.2660639,-9.7000182,CmRaAAAAC3gHSWq779AoGUbrkXfCvsilZrYz_-L2AHtlHSawGKHRwPzb1Y_lCkbgZA7XPuOrPG8HXFKEjwFXdIjE2EqYg-jhTcGiUeJFnIVQv4uWv2DbyN5KZVlBqyUsp_fzfS8_EhCps_lboYfOuxkMR-p5pEp5GhTwKMj8z7Z6jhJpeaedKtOgM1Cbrw,CmRZAAAA1tCUbWTANM6sfYmGr25DsFM4ByNc9vvIMwtnIu5-hunW6Z8MJY9e9b_BQ4U2BkMzzs-4fr3oPgXWKgi002kWfKAIr_dBZhxIjaDGR5ugKJDZ8qShJXWL2SXMWmdSNr4TEhBMXaul9t2oMBwOzjBlCeRbGhTk9_LzWW0N_7Ep3Zx-rVujz_SSsQ,CmRaAAAA-ixWYH2rcaiRGc5ZeBGjCy7Wub9AAYgWDaiJOHUaMF4NskXlzE45VffZebPHO9h7isSLbOTw-5mcMOUKLHA3SK9ZmLsoQE5Dofq9acmPydAui7EAKoVwmoWKDkf-ubmkEhCOqPpRegE1km1DZ7AzTvstGhQ8qtVW6J2vWAlmnnqGyQWyRxN2IA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
61510R,Coláiste Éamann Rís,Edmund Rice College,cbscallan.ie,Callan,Co Kilkenny,,,"Callan, Co Kilkenny",Kilkenny,R95VH50,567725340,principalcer@gmail.com,BR. S O BRAONAIN,N,Boys,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,,237,237,ChIJZXwIJBcsXUgRtupzFbirAbU,52.5493778,-7.3859701,CmRaAAAAHqMynopM6ybIJWqN_n9Yq6HSPxznzb-5ilSsZ_lOrDI1G-0ANZk0i9CDFyIX7nahRLW36cLuJKvYU1EoIMSDo51o3LZE6AIlVSfUpMTVJrqwV3GvqVbpfEMpXbndi6iTEhDz6_LU3oCyFKeeg0FDhNXyGhS5gjGFwmn2TCaOtBrbRiy9yE03WQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
61520U,St. Brigid’s College,St Brigids College,stbrigidscollege.com,Callan,Co. Kilkenny,,,"Callan, Co. Kilkenny",Kilkenny,R95EA02,567725189,info@stbrigidscollege.com,MISS MARY B O'KEEFFE,N,Girls,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,227,,227,ChIJZXwIJBcsXUgRfyYVEUuIRUQ,52.5480079,-7.3889226,CmRaAAAAC4bLeX7Zzea37J7wdwUY4PBpBWec1IiC2JcW9Ep6VS0K1H6q2gmCfhYGKEi1LHmngfAut6DaZ31pRqNVYEykyeWTW9VlMEYdKxveTRqzWee1MgiJJgR1d_pUmYBIYeW6EhAnln6FfJKo4RrwKs_6gowZGhSixKTrbw6uKNnxr_E6_9_hqEWwmQ,CmRaAAAAjrTr86LZ5-DJH7v1WUrLsC1H4Mx88CIQK4wYMZxUQuHPXcuq0gReB3-qgOaWv7xRHC0Aobj2iPyx8FK-2Pb4auQ0QAKkwhxIeZYZBzoQ1_Wunq9gePSjSkK3GSBi-gfUEhB_Z_JZMeYVe7VtUdTlGBe_GhR6GHNqfymQSYOXGgbcz-oYBLgpbQ,CmRaAAAAd7vTriWmVFjj_Vi0RW4h9bcXbo103bJXBKiABbs8BuX967AfyMLvV_UBUIbUgFiLCuGUE1wNaOvdd0cEUkNZWCveorJs_9xj2hIXqUTHJt91ihHEfb70d7WHeAqHA4GkEhBk-TbvVh2UH1t-4uNw7JUWGhR-eBQAO3A3YbyrIVv4EDcdE_FP5w,CmRaAAAAzZJh8iCFw3pAZcbOCf6vtZjmf_xSE9FCQ4v9_PA0-LddlEG20S-PacU1dFEI_M-ca9d_lODkwdxKWkonIDdljXuUiB7PWNXVZMsJ1nJ7azOp3zwC6iTWlHmEYFOHsX7iEhA2XKbSxdrt3Os7vZtNdfd4GhTstZ8Og_W_HChE_Uq7v3OoKnxwnw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
61550G,Meánscoil na mBráithre Criostaí,Mean Scoil na mBraithre Criostai,cbskilkenny.ie ,Sráid Shéamais,Cill Channaigh,,,"Sráid Shéamais, Cill Channaigh",Kilkenny,R95H985,567721402,office@cbskilkenny.ie,MR. THOMAS CLARKE,N,Boys,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,,677,677,ChIJyXlvGXY6XUgRJlLRVahzwEE,52.6526741,-7.2556717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
61560J,St Kieran’s College,St Kieran’s College,stkieranscollege.iecollege,Secondary School,College Rd,Kilkenny,,"Secondary School, College Rd, Kilkenny",Kilkenny,R95Y99T,567761707,school@stkieranscollege.ie,MR. JOHN J CURTIS,N,Boys,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,,765,765,ChIJnRVndJswXUgROSEySIA6phA,52.6475799,-7.2549442,CmRaAAAA7nicmmoTcJwRmY1T3r3Pp4g7_9lrzpovwJSS_Cxthvi2tMT5wI_MsrqpKtiLDI3YLLM-xzbCs1sVNFlAbDJlZpN__STWtKtSNVzYJERimTOqusLtm1BLGkGxavqOG_iiEhCyF-cRYzmRLKf98tZJQFsPGhTSBMCjOZ_bohBEbu5KGOjvv1oRug,CmRaAAAABx3-wqR5LzkB8GjoQty8gTgQoBdqntUd4yVseSc3wqcb1I5PE7YQJ8Weh_zmy3mWRJJsgBtulUsGRuEj4YU_H5TcwhJnDK8DtgSRb6E1HDtcUL0PRJG_Yaf-MbUnMhGfEhA6fKh9aOTZuWsN452igWwKGhR_ZpukrC6f8ht46xCymX9Rhk9IXA,CmRaAAAAnjU2GIvMz2rFMdUe20_GLDbbMmSAsfJl605p4s36pBgon5Fsw-hlpBpKx6l5v8RGm9yjV-H7TyrVQ_s4uUC4Mw7DdlwBni8Uei1qlocITIa08k90IEZPc4UrA9voRBTAEhAJH0iXCxybw-l0imtWusnkGhTtAXcMv8QyZaKj0JTUnybyLvWFQQ,CmRaAAAA2o_VlhvdAJpN_yhnGYIuso8d36I71073fEHgjkBWFV9A0oxB-sTzvENw0ITd0cUEdqlg-24splDtT1reQ20qD26w_6yjo4Wn0hPv0KN5RBRjkyHzdTbti7h_Wfht75lLEhA7pjxLhw08aQXu_cMNfS65GhRwBx9g_HCWgh1w2H8YdlipNUbzAA,CmRaAAAAGe_3FuUOS4FytP8-mFZz9thCTSh7zJRVMN1Z8D6UkeWKqzs-XhfNYcD-_Sk0vL6tSW0iZO3d2gA-NATeXp6YimFmJdF_5_CkYpzumM82rTI5stqB7QgL7mCQW-U2l8Q3EhDIUfQiI0LXMtqRTD6vfrbfGhTiigxMew7Ij7PsZrSIvgJyNpwi5w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
61570M,Kilkenny College,Kilkenny College,kilkennycollege.ie,Castlecomer Road,Kilkenny,,,"Castlecomer Road, Kilkenny",Kilkenny,R95CF61,567761544,info@kilkennycollege.ie,MR. SIMON THOMPSON,N,Mixed,Mixed,No subjects taught through Irish,N,N,CHURCH OF IRELAND,Open,430,454,884,ChIJmXYslBM6XUgRn2aQABJ-Mus,52.6677089,-7.2475081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
61580P,Loreto Secondary School,Loreto Secondary School,loretokk.ie,Granges Road,Kilkenny,,,"Granges Road, Kilkenny",Kilkenny,R95W2NV,567765132,office@loretokk.ie,MR. COLM KEHER,N,Girls,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,948,,948,ChIJ9wWO63A6XUgRljM8QXTe8aU,52.6589109,-7.2609224,CmRaAAAA8fVtTPhkptBAynT2pk9wCABOoqlgljsKZ1o9qDPvy2qPLUCCFi-ipqFeiNLn-Gdqt8LaeZWWxnWKhy_hC9fO0ZMcoVZaLlEOws9pAvtpXrxICu2erzZIFsfsK5MS6iFtEhClhxoeWFROlNa8FevLI_TTGhSnSjGagYDsO6ib9liPkELRshDRSw,CmRaAAAAphIkivwTsqe6jtdafes4yBGtvHMMd8GHcm2_kBj5MKjg52Xi3MRnPU02svZnwqSpl7RWLOi9Ndfi6VKPaBQGirIZSk73ONNCf70e6ckhB7OETIoRg0arMiP9cvnMEyWpEhAlK6PCeN4IlCx9ll2xIPzVGhSSL7QfU6OzYsOSBspPnqtdzVNuyQ,CmRaAAAAbO-SBbW7sduWYb3Phlx9WFW2gdHdcaFNuBy07NnabUzHg3amghdpBZQpnQzES042M4t_7Bq2eJ2K73-fPievQSQM4zY6pS5nQls0_94xLTArOSPCXWxpfeidkATFumBzEhDNKFg-TDSHpbvN8bgmtx8CGhQj9DsjG-LreTcZ1xAw6dDDZ5txfg,CmRaAAAATjGFPTd6x53bv8KiYPeK-7CVpiy1oSHFTNrQ-AvpYlvPXXTIemqWdDPTmv2SXG7nEDKrRs7PCyhVb6JSgCaNSj0YpJkjG_hkf-f3fyX5qg5U_O7BscF54DCvs61LeMnaEhBvTv9FjDjumJt9_D72tGhcGhRGRjnsKRymD8xKlT6_TUsaPis5HQ,CmRaAAAAlRaqWy1DTSJzOdlGYbcvB94e24CCCq5GLKjq_z8_OgGcLJpoCjxbKPbGOGb4T5h3ubbdLPbeUxsIwbO4wZC7gWZO9KBxYQP959mZV07E1jL6El4UToSI4hj6XpJ6T-I4EhCk_IPuy0RjucN_xmDfjwj3GhRi66gACzFCttVRxZKGQ2d2UDZWnA,BT Qualified Projects,Teaching: The Right Way?,Social and Behavioural Sciences,"Rachel Kelly, Reece Carter, Sinéad Bass",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
61590S,Presentation Secondary School,Presentation Secondary School,preskilkenny.com,Loughboy,Kilkenny,,,"Loughboy, Kilkenny",Kilkenny,R95RR90,567765684,acostelloe@preskilkenny.com,MR. SHANE HALLAHAN,N,Girls,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,749,,749,ChIJETlhUpYwXUgRSI2v95ri6FI,52.638972,-7.2472046,CmRaAAAAC3gHSWq779AoGUbrkXfCvsilZrYz_-L2AHtlHSawGKHRwPzb1Y_lCkbgZA7XPuOrPG8HXFKEjwFXdIjE2EqYg-jhTcGiUeJFnIVQv4uWv2DbyN5KZVlBqyUsp_fzfS8_EhCps_lboYfOuxkMR-p5pEp5GhTwKMj8z7Z6jhJpeaedKtOgM1Cbrw,CmRZAAAA1tCUbWTANM6sfYmGr25DsFM4ByNc9vvIMwtnIu5-hunW6Z8MJY9e9b_BQ4U2BkMzzs-4fr3oPgXWKgi002kWfKAIr_dBZhxIjaDGR5ugKJDZ8qShJXWL2SXMWmdSNr4TEhBMXaul9t2oMBwOzjBlCeRbGhTk9_LzWW0N_7Ep3Zx-rVujz_SSsQ,CmRaAAAA-ixWYH2rcaiRGc5ZeBGjCy7Wub9AAYgWDaiJOHUaMF4NskXlzE45VffZebPHO9h7isSLbOTw-5mcMOUKLHA3SK9ZmLsoQE5Dofq9acmPydAui7EAKoVwmoWKDkf-ubmkEhCOqPpRegE1km1DZ7AzTvstGhQ8qtVW6J2vWAlmnnqGyQWyRxN2IA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
61661P,Salesian College,Salesian College,salesianscelbridge.com,Celbridge,Co. Kildare,,,"Celbridge, Co. Kildare",Kildare,W23W0XK,16272166,salesianscelbridge1@eircom.net,MS. BRENDA KEARNS,N,Boys,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,,705,705,ChIJ4wQpvrRxZ0gRnyyorotH-Ss,53.3583155,-6.5523368,CmRaAAAA6zl_GOnDyWQ1TnnSKQzDtBQ890f5SivA8yhL1MWIPB5V1MUAMjyalF2i3NlKuOwN7TUq14PR0aq28TwV24uqhT_Ne2iKe1IUUlUW9GE6kuIE850BJl2dSRWLhctg9auAEhCh4vX8iwddK-VA4S8YqYP0GhTicVhh-jLOLOUp2jeQJKSpXIYUiA,CmRaAAAATmSlQbCzxKeHNkB5qQ941hEbJRFXlqnzVjIf94IL3vAqDHY3GA2FFoUdBvmFr3uw3FEsLcv_eKKEQ2eA7Cn8VHnZlryJ7-wjYqDCk1EjV8p-henAeSW8VoVsl-Gqe3ocEhCDTNPFsD2sTMw1PWbLg-c6GhS7GODOJokQWlqT3o9x8T3vYTgmSQ,CmRaAAAAF8gT5z3VZ1eF_XkKsrsABQZkFPHehfauomDVBdxkhlKfpXfmAmyxbBvlSylEqybx9SLWHO62xN-ldGkIIR-TO8fJ763vEU1pRPfDzt6dR1fhSfZwlBmrSoXoT8f9Ph1JEhDveDzpWm-orVsCzc4LqdAqGhR5QawxLhfnYe3FbTbjWunLNoXfhg,CmRaAAAAwBH5v6PewkqdX6RoE0Qy3VwAoL4KUn_noOXnnMoMVS4_eHjQaUMuey16MegtBaos2HiEiVM94TByADKTYK7tdaeledVy3aQSRLoPzyLGn96KGnzcKsscUigbpngS17n_EhB_x2hNO57td9ITBSo58i4UGhQsqelgT3dXVvDp3m6e7T-WI3sNqw,CmRaAAAA1v1QdBU8PTirS8AMa1IIsiITEuQoDdRqxi-4bi_EVQq6O1QCu5myivPT1Y3qybFpSq3WI3QLWes888ZyZfxCBAdPe7Qko2lR6JGqxdoHf9SgSScwF2bdLH8D4IWMHuR4EhCR1ky69ORccIBkMU6nL4IvGhQgVXI0Z4IS8iFjbIA3CcK1RMA29A,BT Qualified Projects,Quantifying Whiplash : An IoT Sensoring Approach to Help Reduce Insurance Claims Costs,Technology,Odhran Brady,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
61680T,Newbridge College,Newbridge College,newbridge-college.ie,Newbridge,Co. Kildare,,,"Newbridge, Co. Kildare",Kildare,W12C241,45487200,info@newbridge-college.ie,MR. PATRICK O'BRIEN,N,Mixed,Day,No subjects taught through Irish,N,Y,CATHOLIC,Open,438,444,882,ChIJcdae9vx_XUgROK13eKIlnLg,53.188628,-6.7934194,CmRaAAAAIuzzEpU5UZkCCD1QCKDpopoWhcsDd6yP19oolzuKk0CY230yd4M8zv6nP76ztmAMFRwn5-WU6vcYbwgPr0mkamr1SkayOQ5m1NPC64rqadsi3TD6nO5KLlqh6cpIs9H7EhAPce48YfxQ2lPtnFgt34ykGhSSfdQh9Y_sI6tyXsuRj8w2JAQggg,CmRaAAAAkJryavpC2n2hByswT3L2D4qul3pcwAOEmq5uXeOQ1C-BzbZNANyFQjG5mts7GxwEUmZv6OaXyEqjoJWqNYu_gDhS5_Di5l3T_E4o04J__MvUhvuxbWrdGnMm3JGdtvW8EhBxV0CjIBsQ2pQtho23bRfpGhS4i8xsm44FIGTkQlgS7Mfnn8TXdg,CmRaAAAAYiggBaku6d3Ht0s7wXixi7m9qaOsYon98BPRrWTzCSLnyeRkN6zkXkLRvu_qK6FbC_-9v4ydYrncAwdmqRCEI7S_v6W3u1jl4uYjZmbavPnZXaRRDwscmfeZZ7vOk_UMEhDltf6mRz70SwAKG9WNycKpGhRHcll3fvzDrx4iOIVssBhqGCLp5A,CmRaAAAA_SjaAGrKN8a16n8EHiuwISR4334dwejhcVjAXhCOC430DWLBy2FB2BgEI8EqRDURkkM1HTcxHD0J5zlTCPlyL6TMTwCjcFsArm7-JYVXSCmWowX_Agcwew5Dn3ezxZAzEhAkxc7XCNEqtePEwM2-RWoTGhTgxaSianjKNXnFOK-GeXhHvadAPg,CmRaAAAApep06XQ7zgxor1601uJxFMMJuCcWJaMn191ZsCmEralVpCxFCcjLgEmvI_45H3V3rqgc0NkveXWeixN3M9LPt5y0cXlRrb19OuT_PBXRFcHpng0LMFVgblVxN0BvCWZoEhB5OmrIxAwNVLeuzh1u-TUbGhQz0HoyXR14YX9GmXbC-3uYkoPxSg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
61681V,Patrician Secondary School,Patrician Secondary School,patriciansecondary.com,Newbridge,Co Kildare,,,"Newbridge, Co Kildare",Kildare,W12XV38,45432410,patriciansecondary@me.com,MR. PATRICK O'LEARY,N,Boys,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,,888,888,ChIJa78k_giAZ0gRQSn9DfJNNs8,53.1836338,-6.7926622,CmRaAAAAFnsB0-YUPCqzHqTh57iySxKDqBa2dDQn9rMpSLtA91KDDz4t4J9O8dng8j-z3puRselwYD0rML0rIC9hmaBCINguJkt1E-CdaAXeNye6EV6C8W5BCrOXDq9wayVvQJwUEhB_T_va5iGx6Zg9di8moWhHGhSyYadKhLqdioYv_phhNW4vNgqjTg,,,,,BT Qualified Projects,Nature vs Nurture : The comparison of organic spider silk vs silk-like polymer on the grounds of mechanical properties and viscoelasticity,"Chemical, Physical & Mathematical Sciences",Evan Mather,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
61682A,Holy Family Secondary School,Holy Family Secondary School for Girls,holyfamily.ie,Newbridge,Co. Kildare,,,"Newbridge, Co. Kildare",Kildare,W12YD71,45431957,principal@holyfamily.ie,MRS. ANGELA RYAN,N,Girls,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,713,,713,ChIJO3wtrwmAZ0gR424aymKzgKU,53.1839866,-6.7891713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
61690W,Cross And Passion College,Cross & Passion College,cpckilcullen.com,Kilcullen,Co Kildare,,,"Kilcullen, Co Kildare",Kildare,R56E673,45481524,cpc.ias@eircom.net,MS. CATHERINE ANN MOYNIHAN,N,Mixed,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,405,387,792,ChIJ9xBVTsGAZ0gRG_u_qhwyeRM,53.130159,-6.7466439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
61691B,Scoil Dara,Scoil Dara,scoildara.ie,Church St,Kilcock,Co Kildare,,"Church St, Kilcock, Co Kildare",Kildare,W23WT26,16287258,scoildara@eircom.net,MR. DAVID MCCORMACK,N,Mixed,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,413,429,842,ChIJLY_dNBllZ0gRTUckbwbs_xw,53.4029949,-6.6702212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
61702D,St Pauls Secondary School,St Paul’s Secondary School,stpaulsg.ie,Monasterevin,Co Kildare,,,"Monasterevin, Co Kildare",Kildare,W34VX09,45525601,admin@stpaulsmonasterevin.ie,MR. BRIAN BERGIN,Y,Mixed,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,195,222,417,ChIJeSijRKp3XUgRVpS9tKnfjuw,53.1424091,-7.0658921,CmRaAAAA0esHo6lhaVuAk-_O1JVh7J3MJmKybUVSZ1i51n7ZVLJeG6CeLpZwRriheQey8R2UrVMSRVFlAgM0J55o6owzwYc25QP_jMcztqOmjRMYa01uZHyZb5CR-JjqBloD8w6pEhBsd_AlnVWsi3DowN7Z6oIXGhTZhZkAa8aCEL3OiPzr1clXNoLx6w,CmRaAAAA2NF23xsJ_sTncY1oGFnPEJPWnLrRShsl6fwp5ModcyDMXDB6ugmuqcxRm5VruehH0vb-bSwWR5CL3Txk7nlM0jovt60z0X1XWmVc6Wq2rTtLIgw5Ed4IAc-CbrR7fabSEhDUtLXy5gP-RcFO0CBFYnQqGhSyDRaVhwVxN4PtQ7FZz6SZm7Am5w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
61710C,Meánscoil Iognáid Ris,Meánscoil Iognáid Rís,naascbs.ie,Naas,Co Kildare,,,"Naas, Co Kildare",Kildare,W91VF9H,45866402,admin@naascbs.ie,MR. BERNARD JAMES TRAVERS,N,Boys,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,,1000,1000,ChIJX8eWS714Z0gRmCl0PUrR60w,53.2162084,-6.6621638,CmRaAAAA1GRZ74xRJlmjky4cLDhGcQQ4Z93GYN-VFzkP5VCBTiampe6MO0B4DvsIcP_LiRBrvMBl-HokGZQlHipm6Sinllrj4Ccx9VZywg57MFTxxA2Cwdzd70gwW4rGWBwaJ9DFEhDLo_nZOtF3sc3jYvSkHF32GhQiCLRTzyCwx7O8HMQ_6Tg5uNTiiw,CmRaAAAAOEabrUlnN_b-QyOGGsrvgS-yav4OiBx5Bfl9_P7gyUifbkiZGkBvouWKljjwEVYeNHGq5ajfD5xRpwuY8oWaK1HHfffnrK2frndnsVw8RXriNhISDstczo-pLzcuh7wqEhBFBhndl1p53uoK--ESuc5zGhT6VwtZeC8dn_LT2UTaVwElgwWe5Q,CmRaAAAA-Fn6fX3E_46tLf7XbQ0Z2OpdpXYmP1xK9kH5F43aBCUy2HQ8w2vyidRT5Beb5SIWfdFDvXB2ud194QMDwp8WLsYUtnkS0Md8GMt6G1X3zGZWcMOCMyNSQW6wIG85YYN0EhDM0AwGl3j0NjQ4B5uRmnDlGhS712g5TXvlk4U4ZGAn2oiqAyc-PQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
61720F,Clongowes Wood College,Clongowes Wood College SJ,clongowes.net,Clane,Co Kildare,,,"Clane, Co Kildare",Kildare,W91DN40,45868202,secretary@clongowes.net,MR. CHRISTOPHER JOHN LUMB,N,Boys,Boarding,No subjects taught through Irish,N,Y,CATHOLIC,Open,,445,445,ChIJgSsqWRh5Z0gRpFH3-vFw4Q4,53.3114709,-6.6841581,CmRaAAAAUv9661kPIl2CRptYSNyIpb4RJdj8E9yuDEvcAAWNgq_RKSxY1OZL3AeXEeKkoJMILxuPnFotsoej4BaQ-2xz2jP0EaJyt1x4ZcOq7LFZ_zecMEMMVBiZP9EdFwx0mixKEhBRS4WXwdgIt-CX6gVg3F4xGhSZFj1SDzmHwA0vlSWpBGt2QlJnqA,CmRaAAAALvZ-7f8nDNmeEcbeerLgcm66ZETxQCHYP9El00BqLShgfIsld2u_Q8-FKFCb6qzRUolwh7I3hNQZs3k0TBgk4KXmhKgpgEgs4zu3zQg5CkRAqhdAAFRvTZgJsgjL54p2EhCHSKQaZNljAiSerhOH9ZYIGhRmsDE1TXfLalNFvmzLT006XOV1LQ,CmRaAAAAoZnqKDDtMQ1mq7kM2z1gQUUpLqqUTbIPN4qrvCHstHLLiv5qc07dF0GGl9IECgU3VrfEsReC0EFDFCABwSXnR9doI8Rfb2wM5Yk5ZUrcaBdrzW2eeOMNgGorJUdugpULEhDOVUntotx8la-0yEAHVchqGhSReeZIXc-GBc4rrqx9vn1-K1QBIg,CmRaAAAAMx9GyFro_DxBO9qJOSLJXNAIkqNW_MzbVWWOJrja1gIR6nJeBKxsLxvhsSMxUw3Cf5as4aKLzsoUmKHs8sPO-WvodwlqNrxPEhvxHrcb-ParjDed7ewA79RPPelApdSYEhAXi7U4TrSxaotIv7TLZWMFGhREsND8zsxj3puSS_JZKM4bGAWPCw,CmRaAAAAKTBSrgDuPNdSGeIm5VPxRwqcni4ZtI6mpg1RCHIEPDXB_M4WlWNFdPVtAZdBZqQ5FFz_LuuFF2Z9VMUSTvVXEmI6rfMRXqNlzOxmIMavpZ5aAZKPMBnP6qeYgOgmR2HCEhBezs_73h_16IfNBD3XBFu1GhTjIVcc9EynvpSE0kHms6wB5HITVQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
