,Roll Number,Official School Name,website,Address 1,Address 2,Address 3,Address 4,County,Eircode,Phone,Email,Principal Name,DEIS (Y/N),School Gender - Post Primary,Pupil Attendance Type,Irish Classification - Post Primary,Gaeltacht Area Location (Y/N),Fee Paying School (Y/N),Ethos/Religion,Open/Closed Status,Total Girls,Total Boys,Total Pupils,Photo Reference 1,Photo Reference 2,Photo Reference 3,Photo Reference 4,Photo Reference 5,Photo Reference 6,Photo Reference 7,7,Photo Reference 9,Photo Reference 10,Photo Reference 11,Photo Reference 12,Photo Reference 13,Photo Reference 14,Photo Reference 15,Photo Reference 16,Photo Reference 17,Photo Reference 18,Photo Reference 19,Photo Reference 20
34,70900I,Scariff Community College,http://www.scariffcommunitycollege.ie/,Scariff,Co Clare,,,Clare,V94Y9W2,61921083.0,scc@lcetb.ie,Ms Angela McNamara,N,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,219,187,406,CmRaAAAAPfooVrTZUY7JVrFL1CO5T7Sf5_aPvOdNxcJUXo_PL77t7szJ7cuzvlOhYH7yzKxWx214HuEUcpQc1wXnMWwj6_3WKL4RDJu2F04TiTAD_rYKaE1LxDSiMQ6ev97mPFacEhBkCIdfQvGjhm6MYwBqjUwSGhT5k-ZN5NKCxaWvYKwLkevKgRny1A,CmRaAAAA9LzulhCKtcz0S4Bk-CSUptzTIbw8jHkUUHzIRCYpQIJr4qg0gAUM8xpqOs6oPbw3zu2D_D18U4GqbigiKMWGdCxqwjNHrB8Z4kefmGdyv-bQIvNCXZXCuYnmxS0Yu8OEEhBETIVRXMnDHd-MaexnfRH1GhQgk1oqvix81pV7RdXqKvs2Tn973w,CmRaAAAA7qbiMHcpE7DwJK1weQoegXj2Bu_cxQ80j2tu7BfMbWQFhHnieCc1Y0FLdo1USXARfsu999MvPq7g3jWhPJVshQiBWbNRJo5iPll1KtDCnf3tAFH8eX_btDOCCQrLfH5jEhAkVqIiJpvITkrEo7Sju4UpGhQsLuhS-0H5vR17Hb8xw_AO6-s-Jg,CmRaAAAAD77y9eCZveQpDPwlZmLrMP9eqOwBus1B_EweffDIfLKr5oGTCxCX_kltkjhgFEfVCpi_w30Xph0rsaitQH_VzQ4hsZBEUDzcSqyGk0-pNH2El3W1VWKhYSl8QPYdY5CeEhBrZi29-71oZABCwt4hV4YGGhSVjIwC8Ce90Qn3o32jU6-RRPyp-w,CmRaAAAAGVYX6GPR-z13mwGnTfWMeDNY8G_fnQLVlDPMITZCI21J2AWU2Cv0qCKTXmd3rG1mKHlfAz9wZy50Y1KiQq449SQYhbWD-E4CbU-229gBpTiNUeSXI1iUSMcLPo7PrV3QEhCnP36jGLjICZYWNl4ClsIDGhS1e3TLg4crLFydOkwPt7KsYfgIlg,CmRaAAAAuH8n1xhA9O3VUc1CumMZneSynf2VhPvE0hL6MPHD6QYE0JU17HvLkj5Is4tynvTVsFyjYu8s8Tpbfvt6tzDK3Ib2zvWRTjUGelSkblQ6ZulHsbjtzCDeUyf8aFKrYxeuEhA5NeUQDTSKHiAVPXRObWXLGhRtFHePgfsjOw1BNjk8Q-DL6IvJIA,CmRaAAAAN7-XLfkgMd7jjJatdz9AZaTquEViOfkQj_W-_JBhdYB__exT72zJ8PdJFgfHVkru1-jWqRQwetL9HBwgfYbOM885ouIS6k3iSLDO-yuFTc2AqhaH_mBwUYrP65YgCTaOEhDUts5rBw3iwVMfI8h4Hn6mGhRZtwxj7_BEoTYCCLx8bRqTdCPztQ,CmRaAAAAEUgVzBkqHKWCiw9JCuSJyKDUmpO9UhOZJ42QBxc_u5K0AVi7KbS4N-CAnZTAbnFTN5DDU3lPo9yocTe_SSf9prAbL4c7x7pVAH1QIQZlURkoNoSz8mUy9FmpytiO2IEoEhBRCgjpsYTkDtZ6pTrsePP5GhTGudUDlOYxkZI5KUWrB_R-y78eIg,CmRaAAAADq0UsaQk5xWUjhKz26erqaQvoIrMj3MNeLUAcQmaHzg9Cmiiw-ImzaiDCUm5tiAFAgG88hOVfqeTX9gqbdm7cfNuX0IRAVqG46wJhGSSQV7IXOhrcarvptvZV2U4aE6aEhBKmSj5Q6gpA_dwTn-V8xrKGhSjQIVALxkUZ76eokol6Ytqfk_bNQ,CmRaAAAANOXI4AwH6r6awbSeQjHmDbB-ZqHbIaclLvRHkPB9sGqiOQ3KWApCpApn17EwJhnslEnh3KAsRwArIDmzpukeaVyormVPe2JS4KWJPZJWWrjxQN6dn2V07WORikOaAubKEhC2D3yNbvJJowYICLEV5QUCGhTG6thLpoIwDZi2DsiBZ1l6ULeQ2A,,,,,,,,,,
35,70901K,St Anne's Community College,http://killaloecc.ie/,Killaloe,Co Clare,,,Clare,V94HP60,61376257.0,noreen.buckley@lcetb.ie,Ms Aideen Walsh,N,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,299,250,549,,,,,,,,,,,,,,,,,,,,
36,76075K,St John Bosco Community College,http://www.kildysartcc.com/,Cahercon,Kildysart,Co Clare,,Clare,V95TXF1,656832300.0,denis.orourke@lcetb.ie,Denis O'Rourke,N,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,105,96,201,CmRaAAAAMp9HEV4WgyCLS4cU2KjaFTQFeVH0ChfgajgKjDPLoTHkye9sDHsTbK9yIbiQM3R7uAlS8ZzpGFuxCCZMDfqhyEIJHjLe_9AUmDDjAp2tTKokkX51ZplBZ9jIhghMxVWSEhB00hjT6CLIxR1FytcJWS_FGhS-O49PpIZu5VUkugWrZGgJIQ5I5w,CmRaAAAAVPfqDpef_CYl2G-lg-GyAxS52Xh5ZKvSVYB0XynaJ89F7nzJcL2PKiUFFfaXvPHyo7iceWffvbtemX0UJyHzgYAYgS657v6w9wtS5b8CYf0dzraxpgucXUQrfDlwBzaxEhBKHmr81bcF5yaasbNtpR-dGhTVqtnztmB3L0eX5y4nLZ-RSRrWiQ,CmRaAAAANM1rn7vZZKqecmkAL_xr5LWRECq4WGXIftP1O3TyH3nt_IPaJKEtoV39OtP5Cri4AF_UWiiyDN4rxUq-NOsyhm-XMQLeNpeCayLYCDcokZ2dcVdtQCALJzrPb1yR3E3zEhCbHTuyVekXNM6ruVET81lzGhTAcmwAmCtEuQYec8s_T7cUnPCHPw,CmRaAAAAAvxWQ9Y9lnyTIo3CDmFtAuP8V3zg0c2mukrVEaWpJriiSRMvlh5RepnjDLIODbILNU1piJvLZccMrTcoGd3DIw2k-avP00yO4OyKWM-6o-fWCGGjDRac3HayRgYvnBfjEhBY4z1abi1pOw7IM_alUoQ6GhSF1P9-bJEONrWO8iTHyZpezipcnA,CmRaAAAAgJXyNxNi5ceXdhJWbf6lXf5GZsTzD8td1-jC5uwEDJ42DaTNo9nWSC47gcCA9cF0_olprqcNhZmfHm2CmdjlqAuYPIOkXM4nWmW4C-_EeXd2W9ZjXOvv8fB9DgwzvIYAEhA-hFdG8PXMRF2cfncujJgwGhSj81bc2gOQ-dCWfVvDUisoT2lMJA,CmRaAAAA4kGumIn7HdgaJ3L4KMzVkTpyZ-zVyntUOko-dT4pVp4lPjtnQ0h_kR9WqMKcewRrB4aAAdyrLSAuOUjLuG2mAjuGzuO5rA-l4k9bvnvScPn9BJv5VNq5lD4KrBx-lwvFEhDnK4WQo6WDumLBnCrBqVG3GhTqf8JoJ6cfHi7ep1vakm6tX7WXag,CmRaAAAA2XAJDgyiBzIYMqvvtcrFVbxjoHY9m412VQhBnNUSS7i_fU1C3gCShuZr4JAdAnUI8O0w5n7ahW9vrGfM0-QMR4zgJ-DqrmJUK_jCcD6PkmBpAkgroeq6kU9jiH9-nmcfEhD474h8SvMcWSKo9QQ1IdTcGhTFCG-vsQdkdYdOrwq2-RPXiAilBw,CmRaAAAAD987E0G1FJAp5LyWNoR3iLRgzJ02yStzF--lRWMirFeoUBwX5dirqkZC0K6HG5GNdg9q-20j9mBWZ7Fcvc1j4fQe_ySDxziNk-j1kA13AAzXt7WX-MZOzqR6XCCMOBbpEhARuVJFq5Nbbif8wQQPN07aGhS23YmVDPoYplybvS2F2aayS-zvmQ,,,,,,,,,,,,
37,81007U,Shannon Comprehensive School,http://www.stpatrickscomprehensive.ie/,Shannon,Co Clare,,,Clare,V14Y434,61361428.0,info@scnp.ie,MR. MORGAN HEAPHY,N,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,299,297,596,,,,,,,,,,,,,,,,,,,,
38,91447I,St Caimin's Community School,http://www.saintcaimins.ie/,Tullyvarraga,Shannon,,,Clare,V14XY54,61364211.0,stcaimins.ias@tinet.ie,MISS CLAIRE KNIGHT,N,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,354,368,722,,,,,,,,,,,,,,,,,,,,
39,91448K,Kilrush Community School,http://kilrushcoms.com/,Kilrush,Co Clare,,,Clare,V15KT04,659051359.0,posh@kilrushcoms.com,MR. ROCK KIRWAN,Y,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,210,236,446,,,,,,,,,,,,,,,,,,,,
40,62050O,Árdscoil Uí Urmoltaigh,https://hamiltonhighschool.ie/,Droichead na Bandan,Co Chorcaí,,,Cork,P72C983,238844227.0,hhsbandon@gmail.com,Eugene O'Brien,N,Boys,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,,385,385,CmRaAAAAnPs-y49m8NUPcyaYNCLpo_VKzOc2WLo9zC-Sp_0nfHNWZ2kQxG1uWeLp8C3w6u8UNG7WBeLSveAPdthhKE-7V0sU6c7RyAA8rmRhk-tCXIP6qt-fq57qlaUvaz9d2I7JEhC9Kdncit_Y3rPJ_EHbXpLkGhQFeywBchQYQF0d3bdb1AU0k19WeA,,,,,,,,,,,,,,,,,,,
41,62060R,Bandon Grammar School,http://www.bandongrammar.ie/,Bandon,Co Cork,,,Cork,P72FD36,238841713.0,office@bgsmail.ie,MR. IAN COOMBES,N,Mixed,Mixed,No subjects taught through Irish,N,Y,CHURCH OF IRELAND,Open,327,348,675,CmRaAAAA6-rzIuXGYdvbMHiXz25t2tgsTt39NZoLC-BjY2qOvtKWRnNMGRwqvIeYVIaR80w0fPHg9HrDCdxv2IhHuILBoc8yxYCu3pUo9aYTkMBwPUqcdZKoiKrnZRs2beQytz2OEhAeRRqQ0L47TNMvM7RSKpseGhS9DCZfDs0krul6sB6w8kzqjJo9Kw,CmRaAAAAXEwbnGslR3rzvAPsXwOgbhVOz6yVFbKlANix8au4j7Gy8IdPFUnybtTiqbp6foYF7M1TrE4vj7FjCCQgnQ2JZv1Zajof87iRn6onvMaCxka37Qrs3VPPpTOhHP9yKTKzEhBXGrWA7OKNMjavWvfkaABzGhRwvY6NcwztDV6Z5BooMoscor86Jg,CmRaAAAAv3R_WeWrhXdnmG4paPqZIQ43NeAYNJkn20R2irnyiXPZlRKY7-O_NOvzt_OjJWibz-_2mNXvFbk23-f_Yi8nv0R4yWa2M0pxxl9KYiPCiRC6SDQOs995SX3lNlI2NdK5EhAVHCVppiMIGU1GrOOJCXqIGhTk2LSZ4fVOgbH-RrFf2OEbG7kOiw,CmRaAAAAEedDc8JIhaKeKKAt30KaR-PAgIX0zl0MKPIiY8Wq_ddbbCozwNDtyh-L6Eh0Psv0kmb21WYUNG4R9VKtemLcnvco6OCX34MZc8WIqSPsbvoc24nQeKoQPq3msbttRM-mEhBYqGKFXLSK9eTY2vtoL5btGhShettv8o5itnnReJPigcOu-yE_Lg,CmRaAAAA4wk0siODAHrctdZpI8-4HfDP_IWbEB_T2QL-tW5xWKIqxrlZ3cZVpLeNVlFp2uSzb_c2cawNYVRAI2vXaVFmLzlgClyy9rBFYFIvbuhA25D-RdZWmG6XDmwYrvn8ErsJEhD-I1T0RM7iDELa5zgWMd65GhRPDDXp8qpuC8ZBzy12K9xkbbZZhg,CmRaAAAAgHwYb415skJK1pEUIzJtltmwaMjA712Z2CCfvLj9Rwplmr6M91tevLn8Yu0jZAMS9iqo3U-vRjBk-_g-9uveEV4Rvhvhd_SRNOMDP5qY4Zv5Et7i55ztUo0XbIftYTYtEhAEP445FGjhkcUaIMTKPKjaGhQbGEhxIAfwibU8kvUZcTX2JCyEsQ,CmRaAAAANRIqI-rUyxRX30YqoUuyAamyoIXinCaxmxc5OK5E20WQiMioldC2EpJG_N3Mv-MlJypJXX1DKSXaThONfERJFCZ3cNDf1ZEDRv10nI7lsz4dxJQIUjXuS94BnszzdFChEhB7VoOsxmvAQCSyimxFtMr9GhSDOpyfWW9UZ6Bip79kAcGCnDDtbw,CmRaAAAAfraE-VShq1M48J54pEZGuoHJknXgikvCdWG91A1qwhPMOC3UXVvAYezxmjalrGC2-LuimUDfCo1SkLCRGq6eVHkmU8jiB7RlYgSlmh6XVdXy9dPx8gZkGj23bkLX_2CmEhCgBAvDK255S-e92RQFpzgdGhTNiV5eMUES55M4DwQrC6k3nxRr0Q,CmRaAAAAW9pz-5pOvj7FZmLcNYtm7fmKp4d7O4fqumQTVih4gm2JN8uZvjOCmfTyOjAjjnacKwrVeksshhycjxYvG_V2NI_vJN3jVlx0keHiC-78Y0mqDs8h_gBWxY5yIC3ks_AEEhARmHuF-kao23Z31VL3zbo-GhRvZpQ-k74oSkGm7k0kBeIjyd6PeQ,CmRaAAAAuuumCNL5251Xsnu9NkfHEsHIFxPWhfzFHhr1ia5Kh7NUSAjhGY2LwHH_QR6dxZ7OZMP_BvBaG2R7ca4uIg9zX3UoHYK3tBNo5tgXo9D8FLmZGhOM8ifUaQLYs-_2MXYKEhD4i1bk625eeqAwHVjDCMxLGhS7QqejZmN45_K0A2GQEem6VRvBPw,CmRaAAAAJ7C_h15C2iU-dlHGXLLybVIQr0JQ9LOeBO9wk7GE7_2tY1rVv1z81_S9SS0wE3Wvil7HHLMUkc4k83WPiIqlJ6W-Wz4Tnz0syDvMu3YYGZU2gS5HYFaTqQhA6VnuniR4EhAc0JtMg8MI7RnlWFp3q8vdGhSX2FXSMvb9l6iUCTaUo5glTFw9Aw,CmRaAAAAr0p0O-QJ6CvdCBL7h8MsH25Qc8GUzHzaBOwG303Fyw7uz0QwC929J52yXFm63KwHKFuo-EMfx0nycIJV86Y54Os1ygVNse6Px8Q9ih-tbavsoKALfFJUqUopJCluABKnEhByOrtEOsz6e29YbfzRNg5iGhR5MNQY0ZqBGhV_MXs8pFG_roOcRA,CmRaAAAAAvv2-Pbkum3JMIqHW_R13x7MBW2tmwO5q-IvZTzvNtTFoHYvelOAWrnsuQaWUF61Yl5dT87CUHsHL-0YAB9jUtMSf64ho47ZZJcvA46y5kF3uFXz_Nv88PxMQCZtfytWEhD6UvDeVOIGDkV2EPWNUPHrGhRxuMU_DRBxjmeYssSqaHrJ733KiQ,CmRaAAAAG3yakCD3a6uH68Y4IytOTetm-3mNX_e72MDR2RPW_x63IeL5HX6KgTPKKUgBGV76qB45McLQWHRPC7qCVVziDTDmHWHJXzRq7RXcntAjl6wE60lGP-WYHKBp1ldztFIbEhBPtHcD08vy2dPfdfSrHV6OGhTgFkpMhQTjCtxc7DGVbmpZtqRPsA,CmRaAAAA1ODrHnmZNP53kL8A4LG5b1oaANEK2keDpnvjpC4ZH_Iad9Hz2EWGemAAyFeklbrSeVbzoj4xNLXAssDOe4J3s6CkoqURAEjUsvwc0AW1xENMaety9Rwf9ZsrPDoO6HcyEhAyQpV3aFsqxNecY_Ls1ZhOGhQ-Rpp7D4KBN_KvhSsDm8GCJQ1IGg,CmRaAAAA0qG3k3iYHDe3Mt2lqQYvrzvA23KVnAVCtkjX545Mnr-2InEflZ2MEO58dTibp5ZA6n6XMH7CfarISWvWMRYwTw9JjXf4DbnSjUxoHHkXD_em5MrqQ4eJfs7HLuDEoeW0EhDlEpKartnyXsC_WIVNjq_WGhSmeYulivMIds1GaDpybzPxLaFI-A,CmRaAAAA9O6EvIVcCLYkBN5ZVuXjZD3mDblLX1_VFnndvef95scjvEKpXDzu5ZBoUKMD90g_ZQ9sWj1dYg249RLsMSGaOaVdvQzIh-usvu6EKKpdYRXSWTxYUmkXH3HTmL7QQDOcEhA-_Ibq9kkvCLJ8GeOX-0JTGhSZQmGQT-CFYdCL3JQ0ASUZc0otaw,CmRaAAAArMmrRY3jclCjaS2aYP4GROGlLpov_CDcYcUDrOlis54CL5hO6nj4WtC85R9C9J6FdhamLKEEbktIMK2_QVEZtlc18Wkp0zMQpTUKhI72PDWevHpPqB6ujY8ZKbIb3r3cEhCzL9vDbYGCzkxIRK-dkb61GhTPP13jWtR2aKB46YlGGHEZwVZp0A,CmRaAAAA0s2q3UTKl0cZMc3ZDmaCdXtHTNNW_ijbDsarDwsD8qvt51cCIIimUDQQ1sZVsGhk9fqq5jDd8CNmjMFmELGbxUGLVxL6PEYycRs7wm0GJNGuP9_ZwBbeC4Z0QwsugS_mEhBBU9VtKwT1zcryd_0iTJhKGhSbUD4aUNCyBn44lwWa5ljadhZqwQ,CmRaAAAAQwu27IfUDRH_P37FJlPW2pnkJ1lXOlaUSCvtsTGr5E6xSh-Tr9HY8E5CkrTQ2rjT_WMMyUMvjt2R3Ivt4i78Row3p1j8_qExA1nR-Eaw5MT9LPYtogXvR9OAcQBcWcLQEhCl9Vsvx0Ej78HvuCF3A7F4GhSYn0s7hGEsGBowkbV6Bs9jtaygIQ
42,62061T,Coláiste Na Toirbhirte,http://www.presbandon.ie/,Árd Aoibhinn,Bandon,Co Cork,,Cork,P72FW28,238841814.0,,MS. MARY C O'DONOVAN,N,Girls,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,525,,525,CmRaAAAA6-rzIuXGYdvbMHiXz25t2tgsTt39NZoLC-BjY2qOvtKWRnNMGRwqvIeYVIaR80w0fPHg9HrDCdxv2IhHuILBoc8yxYCu3pUo9aYTkMBwPUqcdZKoiKrnZRs2beQytz2OEhAeRRqQ0L47TNMvM7RSKpseGhS9DCZfDs0krul6sB6w8kzqjJo9Kw,CmRaAAAAXEwbnGslR3rzvAPsXwOgbhVOz6yVFbKlANix8au4j7Gy8IdPFUnybtTiqbp6foYF7M1TrE4vj7FjCCQgnQ2JZv1Zajof87iRn6onvMaCxka37Qrs3VPPpTOhHP9yKTKzEhBXGrWA7OKNMjavWvfkaABzGhRwvY6NcwztDV6Z5BooMoscor86Jg,CmRaAAAAv3R_WeWrhXdnmG4paPqZIQ43NeAYNJkn20R2irnyiXPZlRKY7-O_NOvzt_OjJWibz-_2mNXvFbk23-f_Yi8nv0R4yWa2M0pxxl9KYiPCiRC6SDQOs995SX3lNlI2NdK5EhAVHCVppiMIGU1GrOOJCXqIGhTk2LSZ4fVOgbH-RrFf2OEbG7kOiw,CmRaAAAAEedDc8JIhaKeKKAt30KaR-PAgIX0zl0MKPIiY8Wq_ddbbCozwNDtyh-L6Eh0Psv0kmb21WYUNG4R9VKtemLcnvco6OCX34MZc8WIqSPsbvoc24nQeKoQPq3msbttRM-mEhBYqGKFXLSK9eTY2vtoL5btGhShettv8o5itnnReJPigcOu-yE_Lg,CmRaAAAA4wk0siODAHrctdZpI8-4HfDP_IWbEB_T2QL-tW5xWKIqxrlZ3cZVpLeNVlFp2uSzb_c2cawNYVRAI2vXaVFmLzlgClyy9rBFYFIvbuhA25D-RdZWmG6XDmwYrvn8ErsJEhD-I1T0RM7iDELa5zgWMd65GhRPDDXp8qpuC8ZBzy12K9xkbbZZhg,CmRaAAAAgHwYb415skJK1pEUIzJtltmwaMjA712Z2CCfvLj9Rwplmr6M91tevLn8Yu0jZAMS9iqo3U-vRjBk-_g-9uveEV4Rvhvhd_SRNOMDP5qY4Zv5Et7i55ztUo0XbIftYTYtEhAEP445FGjhkcUaIMTKPKjaGhQbGEhxIAfwibU8kvUZcTX2JCyEsQ,CmRaAAAANRIqI-rUyxRX30YqoUuyAamyoIXinCaxmxc5OK5E20WQiMioldC2EpJG_N3Mv-MlJypJXX1DKSXaThONfERJFCZ3cNDf1ZEDRv10nI7lsz4dxJQIUjXuS94BnszzdFChEhB7VoOsxmvAQCSyimxFtMr9GhSDOpyfWW9UZ6Bip79kAcGCnDDtbw,CmRaAAAAfraE-VShq1M48J54pEZGuoHJknXgikvCdWG91A1qwhPMOC3UXVvAYezxmjalrGC2-LuimUDfCo1SkLCRGq6eVHkmU8jiB7RlYgSlmh6XVdXy9dPx8gZkGj23bkLX_2CmEhCgBAvDK255S-e92RQFpzgdGhTNiV5eMUES55M4DwQrC6k3nxRr0Q,CmRaAAAAW9pz-5pOvj7FZmLcNYtm7fmKp4d7O4fqumQTVih4gm2JN8uZvjOCmfTyOjAjjnacKwrVeksshhycjxYvG_V2NI_vJN3jVlx0keHiC-78Y0mqDs8h_gBWxY5yIC3ks_AEEhARmHuF-kao23Z31VL3zbo-GhRvZpQ-k74oSkGm7k0kBeIjyd6PeQ,CmRaAAAAuuumCNL5251Xsnu9NkfHEsHIFxPWhfzFHhr1ia5Kh7NUSAjhGY2LwHH_QR6dxZ7OZMP_BvBaG2R7ca4uIg9zX3UoHYK3tBNo5tgXo9D8FLmZGhOM8ifUaQLYs-_2MXYKEhD4i1bk625eeqAwHVjDCMxLGhS7QqejZmN45_K0A2GQEem6VRvBPw,CmRaAAAAJ7C_h15C2iU-dlHGXLLybVIQr0JQ9LOeBO9wk7GE7_2tY1rVv1z81_S9SS0wE3Wvil7HHLMUkc4k83WPiIqlJ6W-Wz4Tnz0syDvMu3YYGZU2gS5HYFaTqQhA6VnuniR4EhAc0JtMg8MI7RnlWFp3q8vdGhSX2FXSMvb9l6iUCTaUo5glTFw9Aw,CmRaAAAAr0p0O-QJ6CvdCBL7h8MsH25Qc8GUzHzaBOwG303Fyw7uz0QwC929J52yXFm63KwHKFuo-EMfx0nycIJV86Y54Os1ygVNse6Px8Q9ih-tbavsoKALfFJUqUopJCluABKnEhByOrtEOsz6e29YbfzRNg5iGhR5MNQY0ZqBGhV_MXs8pFG_roOcRA,CmRaAAAAAvv2-Pbkum3JMIqHW_R13x7MBW2tmwO5q-IvZTzvNtTFoHYvelOAWrnsuQaWUF61Yl5dT87CUHsHL-0YAB9jUtMSf64ho47ZZJcvA46y5kF3uFXz_Nv88PxMQCZtfytWEhD6UvDeVOIGDkV2EPWNUPHrGhRxuMU_DRBxjmeYssSqaHrJ733KiQ,CmRaAAAAG3yakCD3a6uH68Y4IytOTetm-3mNX_e72MDR2RPW_x63IeL5HX6KgTPKKUgBGV76qB45McLQWHRPC7qCVVziDTDmHWHJXzRq7RXcntAjl6wE60lGP-WYHKBp1ldztFIbEhBPtHcD08vy2dPfdfSrHV6OGhTgFkpMhQTjCtxc7DGVbmpZtqRPsA,CmRaAAAA1ODrHnmZNP53kL8A4LG5b1oaANEK2keDpnvjpC4ZH_Iad9Hz2EWGemAAyFeklbrSeVbzoj4xNLXAssDOe4J3s6CkoqURAEjUsvwc0AW1xENMaety9Rwf9ZsrPDoO6HcyEhAyQpV3aFsqxNecY_Ls1ZhOGhQ-Rpp7D4KBN_KvhSsDm8GCJQ1IGg,CmRaAAAA0qG3k3iYHDe3Mt2lqQYvrzvA23KVnAVCtkjX545Mnr-2InEflZ2MEO58dTibp5ZA6n6XMH7CfarISWvWMRYwTw9JjXf4DbnSjUxoHHkXD_em5MrqQ4eJfs7HLuDEoeW0EhDlEpKartnyXsC_WIVNjq_WGhSmeYulivMIds1GaDpybzPxLaFI-A,CmRaAAAA9O6EvIVcCLYkBN5ZVuXjZD3mDblLX1_VFnndvef95scjvEKpXDzu5ZBoUKMD90g_ZQ9sWj1dYg249RLsMSGaOaVdvQzIh-usvu6EKKpdYRXSWTxYUmkXH3HTmL7QQDOcEhA-_Ibq9kkvCLJ8GeOX-0JTGhSZQmGQT-CFYdCL3JQ0ASUZc0otaw,CmRaAAAArMmrRY3jclCjaS2aYP4GROGlLpov_CDcYcUDrOlis54CL5hO6nj4WtC85R9C9J6FdhamLKEEbktIMK2_QVEZtlc18Wkp0zMQpTUKhI72PDWevHpPqB6ujY8ZKbIb3r3cEhCzL9vDbYGCzkxIRK-dkb61GhTPP13jWtR2aKB46YlGGHEZwVZp0A,CmRaAAAA0s2q3UTKl0cZMc3ZDmaCdXtHTNNW_ijbDsarDwsD8qvt51cCIIimUDQQ1sZVsGhk9fqq5jDd8CNmjMFmELGbxUGLVxL6PEYycRs7wm0GJNGuP9_ZwBbeC4Z0QwsugS_mEhBBU9VtKwT1zcryd_0iTJhKGhSbUD4aUNCyBn44lwWa5ljadhZqwQ,CmRaAAAAQwu27IfUDRH_P37FJlPW2pnkJ1lXOlaUSCvtsTGr5E6xSh-Tr9HY8E5CkrTQ2rjT_WMMyUMvjt2R3Ivt4i78Row3p1j8_qExA1nR-Eaw5MT9LPYtogXvR9OAcQBcWcLQEhCl9Vsvx0Ej78HvuCF3A7F4GhSYn0s7hGEsGBowkbV6Bs9jtaygIQ
43,62090D,Scoil Mhuire gan Smal,https://www.smgsblarney.ie/,Blarney,Co Cork,,,Cork,T23WP23,214385331.0,marysmgs@eircom.net,MR. PADRAIG SHEEHAN,N,Mixed,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,360,402,762,,,,,,,,,,,,,,,,,,,,
